Index	Region, subregion, country or area *	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
29	Somalia	13908.129	14328.84	14772.112	15236.599	15721.162	16224.903	16747.106	17287.308	17845.203	18420.656	19013.526	19623.584	20250.3	20892.881	21550.381	22222.145	22907.918	23607.871	24322.373	25051.982	25797.237	26558.289	27335.38	28129.236	28940.754	29770.668	30619.257	31486.717	32373.534	33280.243	34207.182	35154.489	36122.055	37109.573	38116.551	39142.556	40187.349	41250.694	42331.922	43430.301	44545.163	45676.17	46823.056	47985.289	49162.308	50353.638	51558.993	52778.264	54011.607	55259.338	56521.667	57798.495	59089.657	60395.296	61715.581	63050.569	64400.161	65764.079	67142.105	68533.94	69939.253	71357.743	72789.015	74232.463	75687.4	77153.172	78629.25	80115.183	81610.434	83114.514	84626.885	86147.139	87674.724	89208.752	90748.217	92292.315	93840.56	95392.7	96948.704	98508.572	100072.32	101639.888	103211.163	104785.934	106363.916	107944.79
30	South Sudan	11882.136	12235.902	12597.266	12965.307	13339.416	13719.223	14104.621	14495.807	14893.132	15297.152	15708.321	16126.794	16552.265	16983.777	17420.096	17860.349	18304.238	18752.111	19204.453	19662	20125.38	20594.768	21070.187	21551.956	22040.402	22535.816	23038.311	23548.045	24065.346	24590.604	25124.058	25665.754	26215.529	26773.187	27338.429	27910.89	28490.433	29076.739	29669.194	30267.043	30869.638	31476.643	32087.796	32702.678	33320.851	33941.949	34565.732	35192.046	35820.807	36452.042	37085.743	37721.804	38360.17	39001.021	39644.629	40291.176	40940.617	41592.868	42247.97	42905.973	43566.847	44230.508	44896.742	45565.24	46235.616	46907.491	47580.649	48254.851	48929.652	49604.55	50279.116	50953.094	51626.318	52298.54	52969.519	53639.073	54307.085	54973.493	55638.265	56301.449	56963.07	57623.215	58281.977	58939.495	59595.894	60251.358
31	Uganda	40144.87	41529.28	42966.858	44454.816	45991.172	47574.752	49205.216	50883.072	52609.447	54385.935	56213.834	58093.46	60023.438	62000.437	64020.008	66078.843	68175.886	70311.798	72487.136	74703.138	76960.893	79260.374	81601.709	83986.34	86416.081	88892.394	91415.65	93985.896	96603.828	99270.137	101985.154	104748.77	107560.427	110419.268	113324.11	116273.742	119267.439	122304.085	125381.425	128496.788	131647.859	134833.386	138052.538	141304.038	144586.654	147899.368	151241.129	154611.317	158010.032	161437.687	164894.492	168379.857	171893.044	175433.917	179002.385	182598.159	186220.539	189868.518	193541.017	197236.845	200954.694	204693.459	208451.82	212227.914	216019.659	219825.093	223642.811	227471.479	231309.334	235154.572	239005.554	242860.798	246719.121	250579.623	254441.61	258304.255	262166.526	266027.223	269885.021	273738.641	277586.867	281428.642	285263.028	289089.261	292906.71	296714.917
32	United Republic of Tanzania	53879.957	55646.596	57474.055	59360.314	61304.15	63305.165	65363.812	67481.336	69659.673	71901.184	74207.901	76580.849	79019.284	81520.465	84080.46	86696.514	89368.003	92096.163	94882.357	97728.705	100637.007	103607.706	106641.083	109738.512	112901.587	116131.563	119429.211	122794.837	126228.697	129730.857	133301.399	136940.416	140648.118	144424.576	148269.845	152183.842	156166.401	160217.14	164335.427	168520.441	172771.415	177088.044	181469.848	185915.603	190423.875	194993.567	199623.814	204314.519	209066.312	213880.276	218757.057	223696.424	228697.498	233759.471	238881.254	244061.849	249300.477	254596.468	259949.003	265357.219	270820.214	276337.052	281906.621	287527.632	293198.635	298918.269	304685.213	310498.34	316356.684	322259.365	328205.34	334193.354	340221.853	346289.102	352393.204	358532.333	364704.857	370909.234	377143.992	383407.682	389698.719	396015.449	402356.052	408718.609	415101.062	421501.219
33	Zambia	16100.587	16607.143	17135.43	17683.886	18251.413	18837.339	19441.511	20064.135	20705.859	21367.53	22049.904	22753.213	23476.813	24219.039	24977.666	25751.077	26538.861	27341.521	28159.583	28993.935	29845.389	30714.154	31600.485	32505.409	33430.162	34375.779	35342.741	36331.33	37342.054	38375.408	39431.744	40511.25	41614.026	42740.101	43889.478	45062.004	46257.763	47476.482	48717.195	49978.644	51259.889	52560.568	53880.76	55220.421	56579.649	57958.568	59357.129	60775.349	62213.519	63671.999	65151.139	66651.002	68171.717	69713.768	71277.738	72864.042	74472.754	76103.76	77756.985	79432.312	81129.522	82848.469	84588.874	86350.045	88131.173	89931.539	91750.723	93588.428	95444.13	97317.302	99207.482	101114.262	103037.326	104976.422	106931.36	108901.939	110887.896	112888.979	114904.888	116935.361	118980.167	121039.1	123112.025	125198.836	127299.476	129413.935
34	Zimbabwe	15777.451	16185.622	16597.516	17012.944	17431.923	17854.723	18281.831	18713.952	19151.988	19596.915	20049.593	20510.485	20979.424	21455.597	21937.718	22424.863	22916.706	23413.53	23915.702	24423.788	24938.193	25458.859	25985.48	26517.808	27055.516	27598.283	28145.861	28698.035	29254.485	29814.887	30378.9	30946.228	31516.49	32089.146	32663.572	33239.209	33815.701	34392.774	34970.079	35547.346	36124.28	36700.657	37276.255	37850.838	38424.17	38996.088	39566.409	40135.1	40702.27	41268.136	41832.838	42396.344	42958.576	43519.576	44079.419	44638.111	45195.659	45751.949	46306.748	46859.757	47410.75	47959.576	48506.166	49050.464	49592.433	50132.019	50669.148	51203.653	51735.324	52263.893	52789.145	53310.967	53829.298	54344.108	54855.412	55363.179	55867.388	56367.982	56864.901	57358.083	57847.49	58333.129	58815.002	59293.16	59767.673	60238.656
35	Middle Africa	153742.724	158731.808	163891.899	169216.428	174700.779	180342.294	186140.36	192096.283	198213.003	204494.489	210944.111	217562.69	224347.184	231289.761	238379.872	245609.747	252976.172	260480.667	268126.299	275918.18	283860.064	291952.034	300192.283	308580.485	317115.995	325798.083	334626.228	343599.881	352718.073	361979.684	371383.467	380927.948	390611.78	400433.89	410393.473	420489.052	430719.19	441081.358	451571.771	462185.959	472920.006	483770.627	494735.832	505814.352	517005.629	528308.245	539719.943	551236.863	562854.241	574566.349	586368.243	598256.453	610228.378	622280.885	634411.076	646616.11	658892.437	671237.084	683648.54	696125.973	708667.673	721271.11	733932.383	746646.64	759408.249	772212.259	785054.775	797932.94	810843.734	823784.454	836752.191	849743.81	862755.679	875783.958	888824.575	901873.774	914928.289	927985.2	941041.896	954095.882	967144.547	980185.279	993215.302	1006231.732	1019231.535	1032211.622
36	Angola	27859.305	28834.622	29846.012	30892.254	31972.551	33086.582	34234.476	35416.853	36634.681	37889.17	39181.4	40511.86	41880.09	43284.554	44723.032	46193.988	47696.973	49232.624	50801.849	52406.057	54046.336	55722.964	57435.9	59185.47	60972.017	62795.804	64657.06	66555.978	68492.666	70467.186	72479.588	74529.911	76618.171	78744.37	80908.541	83110.612	85350.504	87628.038	89942.898	92294.692	94683.054	97107.715	99568.459	102064.978	104597.005	107164.215	109766.291	112402.857	115073.627	117778.262	120516.438	123287.781	126091.874	128928.183	131796.113	134695.126	137624.737	140584.559	143574.236	146593.445	149641.825	152718.812	155823.891	158956.746	162117.085	165304.521	168518.558	171758.426	175023.046	178311.161	181621.646	184953.617	188306.468	191679.653	195072.744	198485.183	201916.231	205364.976	208830.403	212311.464	215807.13	219316.463	222838.576	226372.672	229918.013	233473.951
37	Cameroon	22834.522	23465.397	24116.089	24785.387	25472.412	26176.564	26897.581	27635.45	28390.473	29163.08	29953.645	30762.221	31588.313	32430.778	33288.115	34159.228	35043.723	35941.841	36854.129	37781.424	38724.394	39683.105	40657.445	41647.722	42654.273	43677.314	44716.98	45773.224	46845.862	47934.594	49039.205	50159.494	51295.405	52446.924	53614.09	54796.835	55995.01	57208.235	58436.003	59677.644	60932.59	62200.515	63481.15	64774.096	66078.917	67395.257	68722.745	70061.138	71410.332	72770.302	74140.963	75522.101	76913.42	78314.59	79725.222	81144.99	82573.578	84010.786	85456.518	86910.768	88373.403	89844.145	91322.599	92808.445	94301.307	95800.795	97306.534	98818.056	100334.741	101855.854	103380.74	104908.921	106439.942	107973.262	109508.283	111044.508	112581.458	114118.744	115655.985	117192.848	118728.998	120264.095	121797.825	123329.848	124859.824	126387.43
38	Central African Republic	4546.1	4603.698	4675.053	4759.015	4854.43	4960.117	5074.881	5197.488	5326.732	5461.416	5600.47	5743.034	5888.56	6036.829	6187.848	6341.571	6497.675	6655.777	6815.661	6977.156	7140.142	7304.476	7470.095	7637.046	7805.449	7975.406	8146.896	8319.936	8494.649	8671.188	8849.669	9030.135	9212.572	9397.081	9583.764	9772.667	9963.79	10157.071	10352.393	10549.619	10748.579	10949.197	11151.393	11354.982	11559.771	11765.575	11972.278	12179.766	12387.913	12596.579	12805.634	13014.985	13224.53	13434.172	13643.817	13853.385	14062.814	14272.028	14481.019	14689.747	14898.213	15106.364	15314.177	15521.683	15728.937	15935.976	16142.801	16349.363	16555.621	16761.507	16966.971	17171.97	17376.485	17580.503	17784.015	17987.016	18189.464	18391.269	18592.348	18792.594	18991.907	19190.179	19387.318	19583.245	19777.87	19971.129
39	Chad	14009.413	14460.623	14927.183	15408.069	15902.469	16409.803	16929.703	17462.027	18006.822	18564.257	19134.462	19717.342	20312.46	20918.916	21535.565	22161.568	22796.539	23440.589	24094.088	24757.622	25431.66	26116.196	26811.078	27516.392	28232.241	28958.661	29695.681	30443.199	31201.081	31969.142	32747.182	33535.078	34332.724	35139.948	35956.567	36782.382	37617.209	38460.874	39313.192	40173.993	41043.079	41920.221	42805.182	43697.709	44597.553	45504.444	46418.122	47338.29	48264.615	49196.724	50134.283	51077.001	52024.588	52976.643	53932.745	54892.528	55855.653	56821.884	57791.092	58763.222	59738.137	60715.609	61695.337	62677.009	63660.3	64644.892	65630.522	66616.963	67603.88	68590.972	69577.937	70564.492	71550.392	72535.474	73519.608	74502.609	75484.256	76464.271	77442.357	78418.208	79391.515	80362.02	81329.455	82293.608	83254.269	84211.249
40	Congo	4995.648	5134.824	5278.214	5425.827	5577.716	5734.018	5894.89	6060.565	6231.301	6407.397	6589.091	6776.491	6969.571	7168.068	7371.623	7579.941	7792.942	8010.65	8233.049	8460.158	8691.966	8928.474	9169.583	9415.203	9665.193	9919.456	10177.963	10440.736	10707.843	10979.357	11255.366	11535.869	11820.916	12110.586	12405.048	12704.382	13008.652	13317.857	13631.985	13951.014	14274.913	14603.671	14937.3	15275.796	15619.214	15967.521	16320.708	16678.718	17041.459	17408.799	17780.625	18156.875	18537.488	18922.392	19311.498	19704.733	20102	20503.24	20908.399	21317.459	21730.363	22147.057	22567.426	22991.342	23418.634	23849.157	24282.776	24719.433	25159.088	25601.766	26047.425	26496.008	26947.356	27401.226	27857.309	28315.354	28775.229	29236.848	29700.199	30165.288	30632.091	31100.546	31570.569	32042.02	32514.737	32988.51
41	Democratic Republic of the Congo	76196.619	78832.823	81549.261	84344.305	87217.161	90167.846	93197.288	96307.274	99500.208	102778.937	106145.848	109602.014	113146.438	116775.657	120484.768	124270.118	128130.242	132065.872	136078.126	140168.987	144339.753	148590.208	152919.118	157325.522	161808.175	166365.919	170997.915	175703.507	180481.805	185331.935	190252.908	195243.523	200302.575	205429.055	210621.969	215880.107	221202.404	226587.202	232031.982	237533.792	243090.147	248698.745	254358.427	260069.139	265831.477	271645.255	277509.327	283420.964	289376.327	295370.72	301400.163	307462.246	313555.554	319678.417	325829.487	332007.349	338209.739	344434.669	350681.297	356949.191	363237.347	369544.443	375867.922	382204.026	388548.249	394896.844	401247.249	407598.184	413948.77	420298.699	426647.276	432993.125	439334.133	445668.017	451992.217	458304.53	464603.326	470887.47	477156.167	483408.709	489644.32	495862.109	502060.961	508239.599	514396.56	520530.194
42	Equatorial Guinea	1175.389	1222.601	1270.6	1319.131	1368.034	1417.215	1466.644	1516.382	1566.539	1617.272	1668.73	1720.973	1773.941	1827.421	1881.12	1934.818	1988.448	2042.127	2096.12	2150.799	2206.438	2263.129	2320.802	2379.374	2438.704	2498.683	2559.316	2620.612	2682.576	2745.175	2808.388	2872.197	2936.592	3001.599	3067.276	3133.654	3200.719	3268.434	3336.743	3405.559	3474.824	3544.507	3614.568	3684.973	3755.649	3826.568	3897.664	3968.935	4040.352	4111.897	4183.57	4255.343	4327.193	4399.081	4471.002	4542.917	4614.82	4686.694	4758.535	4830.384	4902.221	4974.059	5045.878	5117.669	5189.424	5261.138	5332.777	5404.365	5475.898	5547.378	5618.811	5690.193	5761.512	5832.76	5903.943	5975.037	6046.042	6116.94	6187.734	6258.398	6328.921	6399.298	6469.509	6539.529	6609.346	6678.955
43	Gabon	1930.175	1977.09	2024.621	2072.693	2121.25	2170.269	2219.756	2269.717	2320.207	2371.269	2422.966	2475.312	2528.279	2581.796	2635.765	2690.107	2744.793	2799.851	2855.376	2911.44	2968.12	3025.452	3083.385	3141.954	3201.147	3260.965	3321.4	3382.437	3444.042	3506.178	3568.796	3631.875	3695.386	3759.255	3823.443	3887.865	3952.501	4017.319	4082.264	4147.286	4212.355	4277.429	4342.507	4407.557	4472.578	4537.552	4602.484	4667.359	4732.192	4797.006	4861.815	4926.621	4991.425	5056.252	5121.123	5186.064	5251.073	5316.155	5381.289	5446.486	5511.736	5577.007	5642.327	5707.653	5772.982	5838.314	5903.619	5968.877	6034.058	6099.12	6164.012	6228.74	6293.265	6357.552	6421.562	6485.251	6548.615	6611.625	6674.266	6736.554	6798.466	6860.002	6921.154	6981.913	7042.262	7102.195
44	Sao Tome and Principe	195.553	200.13	204.866	209.747	214.756	219.88	225.141	230.527	236.04	241.691	247.499	253.443	259.532	265.742	272.036	278.408	284.837	291.336	297.901	304.537	311.255	318.03	324.877	331.802	338.796	345.875	353.017	360.252	367.549	374.929	382.365	389.866	397.439	405.072	412.775	420.548	428.401	436.328	444.311	452.36	460.465	468.627	476.846	485.122	493.465	501.858	510.324	518.836	527.424	536.06	544.752	553.5	562.306	571.155	580.069	589.018	598.023	607.069	616.155	625.271	634.428	643.614	652.826	662.067	671.331	680.622	689.939	699.273	708.632	717.997	727.373	736.744	746.126	755.511	764.894	774.286	783.668	793.057	802.437	811.819	821.199	830.567	839.935	849.298	858.654	868.009
45	Northern Africa	225135.657	229700.168	234308.21	238950.808	243620.691	248312.232	253021.571	257746.511	262486.342	267241.585	272013.091	276801.181	281604.707	286420.829	291245.976	296078.659	300917.289	305765.81	310635.349	315540.792	320493.056	325495.867	330547.09	335644.732	340784.475	345962.59	351178.306	356431.25	361718.216	367035.264	372378.703	377746.266	383135.527	388542.495	393962.663	399392.261	404829.106	410271.44	415716.278	421160.547	426602.126	432039.324	437472.117	442901.91	448331.299	453762.294	459195.499	464630.93	470069.486	475512.018	480959.52	486412.887	491873.171	497341.736	502819.979	508309.288	513810.518	519324.548	524852.962	530397.453	535959.335	541539.091	547136.943	552753.382	558389.067	564044.028	569717.787	575409.417	581117.925	586841.996	592580.016	598330.761	604092.137	609860.531	615631.489	621401.146	627166.719	632926.256	638678.297	644421.459	650154.079	655873.982	661578.472	667264.291	672927.591	678564.106
46	Algeria	39871.528	40656.121	41438.482	42215.93	42986.152	43747.248	44497.775	45236.649	45963.192	46677.081	47378.228	48066.653	48742.385	49405.459	50055.956	50694.472	51321.327	51938.109	52548.211	53155.977	53764.921	54376.422	54991.065	55610.755	56237.302	56871.977	57515.391	58167.357	58827.238	59493.901	60166.056	60843.199	61524.242	62206.435	62886.355	63561.132	64229.505	64890.624	65542.57	66183.38	66811.579	67426.376	68027.646	68615.562	69190.726	69753.835	70305.133	70845.247	71375.815	71898.932	72416.435	72929.365	73438.585	73945.652	74452.202	74959.688	75469.033	75980.996	76496.556	77016.675	77542.077	78073.224	78610.323	79153.299	79701.921	80255.858	80814.975	81378.999	81947.168	82518.538	83092.208	83667.688	84244.443	84821.538	85397.897	85972.588	86544.969	87114.559	87681.039	88244.124	88803.525	89358.89	89909.771	90455.668	90995.997	91530.114
47	Egypt	93778.172	95814.652	97843.543	99866.273	101884.435	103899.768	105914.189	107929.745	109948.655	111973.223	114005.78	116048.559	118103.628	120172.834	122257.942	124360.893	126481.961	128623.249	130790.66	132991.519	135230.659	137509.936	139826.903	142176.367	144550.763	146943.816	149353.4	151778.626	154215.833	156661.089	159111.074	161563.654	164017.317	166470.365	168921.346	171369.198	173813.111	176252.766	178688.409	181120.691	183550.455	185977.597	188402.878	190829.059	193259.763	195697.731	198144.099	200598.775	203061.716	205532.403	208010.423	210495.911	212989.091	215489.56	217996.743	220510.121	223029.427	225554.376	228084.322	230618.571	233156.472	235697.543	238241.482	240788.003	243336.953	245888.086	248440.9	250994.902	253549.832	256105.475	258661.48	261217.289	263772.157	266325.296	268875.788	271422.686	273965.104	276502.127	279032.809	281556.187	284071.174	286576.651	289071.363	291554.012	294023.144	296477.281
48	Libya	6234.955	6333.547	6432.683	6531.9	6630.815	6729.118	6826.574	6923.033	7018.387	7112.595	7205.615	7297.391	7387.761	7476.492	7563.322	7648.061	7730.596	7811.022	7889.586	7966.643	8042.461	8117.131	8190.612	8263.007	8334.388	8404.823	8474.345	8542.955	8610.59	8677.152	8742.552	8806.76	8869.774	8931.499	8991.835	9050.709	9108.102	9163.997	9218.333	9271.03	9322.071	9371.474	9419.275	9465.555	9510.406	9553.913	9596.156	9637.261	9677.446	9716.967	9756.051	9794.843	9833.457	9872.071	9910.837	9949.928	9989.435	10029.447	10070.102	10111.539	10153.847	10197.098	10241.278	10286.325	10332.148	10378.643	10425.788	10473.535	10521.787	10570.403	10619.275	10668.342	10717.545	10766.79	10815.971	10864.992	10913.81	10962.393	11010.755	11058.872	11106.787	11154.486	11201.997	11249.296	11296.403	11343.323
49	Morocco	34803.322	35318.829	35840.413	36365.446	36891.772	37417.673	37941.857	38463.508	38982.171	39497.68	40009.886	40518.373	41022.16	41519.617	42008.779	42488.272	42957.454	43416.675	43866.881	44309.573	44745.968	45176.411	45600.94	46020.232	46435.007	46845.897	47253.297	47657.524	48058.972	48458.011	48854.943	49249.909	49643.009	50034.373	50424.117	50812.237	51198.739	51583.386	51965.553	52344.429	52719.337	53090.023	53456.338	53817.821	54173.998	54524.478	54869.133	55207.963	55540.924	55868.051	56189.453	56505.262	56815.728	57121.339	57422.697	57720.368	58014.701	58306.083	58595.277	58883.136	59170.382	59457.441	59744.597	60032.245	60320.796	60610.523	60901.667	61194.345	61488.579	61784.288	62081.378	62379.892	62679.782	62980.737	63282.324	63584.221	63886.227	64188.313	64490.484	64792.79	65095.224	65397.712	65700.128	66002.233	66303.733	66604.26
