#
# This file contains data, downloaded from EIA in 2015
# Used for comparison with the latest inputs
#
Code	Region	Country	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
SPM	SMALL	Saint Pierre and Miquelon	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
VCT	SMALL	Saint Vincent and the Grenadines	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
WSM	SMALL	Samoa	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
STP	SMALL	Sao Tome and Principe	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SAU	MEA	Saudi Arabia	9900.000	9815.000	6483.000	5086.000	4663.000	3388.000	4870.000	4265.000	5086.000	5064.000	6410.000	8115.000	8331.700	8197.808	8120.000	8231.233	8218.075	8362.033	8388.904	7833.390	8403.799	8031.096	7634.396	8775.000	9100.820	9550.137	9152.329	8721.507	9261.251	8250.112	8900.000	9458.356	9832.322	9693.151	9735.342
SEN	AFR	Senegal	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SRB	EUR	Serbia	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	13.000	13.000	13.000	14.000	18.000	16.581	14.997	16.496	16.838
SYC	SMALL	Seychelles	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLE	AFR	Sierra Leone	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SGP	SMALL	Singapore	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SVK	EUR	Slovakia	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.270	1.260	1.400	1.600	1.500	1.200	0.909	1.000	1.000	1.000	1.255	0.858	0.700	0.620	0.480	0.420	0.200	0.200	0.200	0.200	0.200	0.200
SVN	EUR	Slovenia	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.050	0.040	0.040	0.020	0.026	0.020	0.020	0.020	0.014	0.014	0.010	0.006	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005
SLB	SMALL	Solomon Islands	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SOM	AFR	Somalia	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ZAF	AFR	South Africa	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17.978	25.000	26.000	26.205	19.496	29.641	55.828	34.403	20.156	16.058	14.582	4.000	3.493	4.000	3.913	3.581	3.000
ESP	EUR	Spain	33.000	25.000	30.000	58.000	46.000	44.000	38.000	34.000	30.000	21.000	16.000	22.000	21.882	17.809	16.575	13.428	10.500	7.600	10.580	6.079	4.751	7.099	6.410	6.597	5.997	3.093	2.995	2.748	2.667	2.337	2.573	2.167	3.003	7.337	6.419
LKA	IND	Sri Lanka	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SDN	AFR	Sudan	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.300	0.300	0.109	0.200	2.000	5.000	10.000	69.000	186.000	209.132	238.767	269.740	342.514	350.000	378.110	463.773	477.801	483.452	486.203	453.260	112.448	247.175	259.066
SUR	SAM	Suriname	0.000	0.000	0.000	0.000	0.000	1.000	2.000	2.000	3.000	4.000	3.900	3.500	5.000	5.000	6.000	7.000	7.497	5.000	7.000	10.000	10.000	10.000	10.000	10.000	10.000	10.000	11.599	13.536	15.842	16.000	16.000	16.000	15.833	15.000	15.000
SWZ	AFR	Eswatini	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SWE	EUR	Sweden	0.452	0.109	0.254	0.417	0.235	0.145	0.073	0.073	0.054	0.054	0.054	0.036	0.018	0.010	0.081	0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CHE	EUR	Switzerland	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYR	MEA	Syrian Arab Republic	164.000	166.000	160.000	167.000	170.000	178.000	194.000	230.000	265.000	340.000	388.000	492.000	480.948	554.000	560.000	575.000	582.304	561.233	553.370	538.000	522.825	483.940	472.227	463.981	446.056	432.038	406.377	380.000	369.299	368.004	383.274	339.636	145.230	58.044	22.660
TWN	АSA	Taiwan	5.000	3.000	3.000	3.000	3.000	2.000	2.000	3.000	2.000	2.000	3.000	2.247	2.000	1.128	1.300	1.220	1.220	1.000	0.930	0.800	0.738	0.800	0.880	0.920	0.800	0.558	0.406	0.306	0.277	0.276	0.245	0.195	0.196	0.196	0.196
TJK	CIS	Tajikistan	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.081	0.570	0.400	0.500	0.420	0.520	0.400	0.395	0.359	0.326	0.309	0.352	0.250	0.279	0.300	0.278	0.235	0.218	0.215	0.215	0.214	0.206	0.206
TZA	AFR	United Republic of Tanzania	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
THA	АSA	Thailand	0.300	0.300	6.000	11.000	18.000	34.000	35.000	33.000	36.000	40.000	43.715	46.232	50.690	52.301	55.706	51.400	60.927	71.743	75.024	83.637	109.656	113.761	127.162	158.985	154.980	183.377	204.129	213.408	228.828	237.941	241.801	224.128	238.616	240.640	233.507
TLS	АSA	Timor-Leste	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	51.910	94.425	100.901	78.483	100.008	96.266	87.499	83.742	79.495	79.258	76.490
TGO	AFR	Togo	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TON	SMALL	Tokelau	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TTO	SAM	Trinidad and Tobago	211.000	240.000	180.000	160.000	170.000	175.000	168.000	157.000	157.000	154.000	150.000	151.000	137.486	135.000	131.532	131.247	129.579	123.836	122.627	124.978	122.164	113.353	121.838	134.089	122.902	144.674	142.721	121.154	114.279	107.170	98.246	91.919	81.735	81.278	81.258
TUN	AFR	Tunisia	110.000	118.000	120.000	120.000	120.000	114.000	111.000	106.000	103.000	105.000	93.000	104.000	109.060	97.886	91.685	89.151	86.995	84.000	80.252	83.000	78.672	69.577	75.808	75.000	79.762	75.000	76.438	83.303	82.939	78.371	74.931	64.329	63.294	60.148	55.052
TUR	EUR	Turkey	46.000	46.000	50.000	44.000	41.000	41.000	46.000	51.000	50.000	56.000	73.000	88.342	83.534	76.240	72.401	67.469	67.178	67.600	65.255	59.000	52.676	48.000	46.674	45.170	42.421	43.671	42.159	41.003	41.585	46.205	48.337	45.737	44.757	46.244	47.671
TKM	CIS	Turkmenistan	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.000	79.000	77.000	70.000	75.759	89.000	110.000	139.425	141.600	155.000	179.569	187.364	201.079	183.260	161.455	163.590	170.257	176.263	178.188	196.737	215.470	228.479	242.923
TCA	SMALL	Turks and Caicos Islands	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TVL	SMALL	Tuvalu	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
USIQ	SMALL	US Pacific islands	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UGA	AFR	Uganda	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UKR	CIS	Ukraine	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.000	66.000	63.000	60.000	59.000	57.000	54.000	53.000	52.000	52.000	52.000	56.000	60.000	63.000	67.000	66.000	61.461	57.738	51.101	48.287	45.629	43.212	40.493
ARE	MEA	United Arab Emirates	1709.000	1474.000	1250.000	1149.000	1146.000	1193.000	1330.000	1541.000	1565.000	1860.000	2117.000	2386.000	2266.000	2159.000	2193.000	2233.000	2277.650	2316.425	2345.301	2169.000	2367.828	2205.000	2081.995	2348.137	2478.262	2535.425	2635.699	2602.589	2681.023	2412.552	2414.656	2679.178	2803.607	2820.000	2820.000
GBR	EUR	The United Kingdom	1622.000	1811.000	2065.000	2291.000	2480.000	2530.000	2539.000	2406.000	2232.000	1802.000	1820.000	1797.000	1825.383	1915.121	2374.548	2489.123	2567.845	2517.542	2615.644	2684.000	2275.050	2282.326	2291.726	2093.176	1845.334	1648.543	1490.196	1497.972	1391.371	1327.787	1233.187	1026.430	888.092	801.291	787.219
USA	NAM	United States of America	8597.000	8572.000	8649.000	8688.000	8879.000	8971.000	8680.000	8349.137	8140.000	7613.000	7355.307	7416.545	7171.123	6846.666	6661.578	6559.641	6464.525	6451.592	6251.833	5881.458	5821.601	5801.403	5744.077	5649.238	5440.915	5181.518	5087.868	5076.981	5000.063	5349.833	5481.871	5644.792	6496.697	7441.490	8652.814
URY	SAM	Uruguay	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UZB	CIS	Uzbekistan	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	35.549	47.000	75.000	115.000	114.749	112.350	116.000	102.000	91.339	85.000	79.433	90.041	81.000	67.529	58.838	65.000	62.077	43.453	52.871	58.581	66.262	70.000	64.805
VUT	PAC	Vanuatu	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
VEN	SAM	Venezuela (Bolivarian Republic of)	2168.000	2102.000	1895.000	1801.000	1798.000	1677.000	1787.000	1752.000	1903.000	1907.000	2137.000	2375.000	2371.000	2450.000	2588.000	2750.137	2938.000	3280.000	3167.014	2825.800	3155.000	3010.000	2603.945	2335.192	2556.940	2564.658	2510.548	2490.301	2510.000	2520.000	2410.000	2500.000	2500.000	2500.000	2500.000
VNM	АSA	Viet Nam	0.000	0.000	0.000	0.000	0.000	0.000	0.800	5.000	15.000	32.000	50.000	80.000	106.230	120.000	140.507	173.301	175.451	191.260	245.745	289.800	316.000	356.745	339.595	352.507	403.287	374.333	345.437	318.940	299.647	328.397	318.178	309.123	347.063	337.181	298.359
VIR	SMALL	United States Virgin Islands	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
VGB	SMALL	British Virgin Islands	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
WAK	SMALL	Wake Island	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ESH	AFR	Western Sahara	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YEM	MEA	Yemen	0.000	0.000	0.000	0.000	0.000	0.000	10.000	20.000	173.000	194.000	193.000	196.575	182.077	220.000	335.000	344.959	340.437	362.407	387.800	409.000	437.756	440.872	439.354	429.395	404.381	400.146	374.907	318.692	298.329	285.157	279.997	216.389	168.727	130.699	125.093
ZMB	AFR	Zambia	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ZWE	AFR	Zimbabwe	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
