Report generated on: 07-09-2021 13:01:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API,,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
INTL.57-1-LTU-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,1.6,2.9,3.2,3.0079234973,3.8342465753,5.4747945205,4.6512328767,5.984,9.555,8.84,7.758,6.108,4.386,3.673,3.087,3,2,2,2,2,2,2,2,2,2,1,0.7,0.7,
INTL.58-1-LTU-TBPD.A,                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-LTU-TBPD.A,                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.2,0.5,0.8,1.7,2.4,2.573,2.009,2.586,2.749,2.609,2.425,2.127,2.618,3.408,3.33,3.33,
INTL.56-1-LTU-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,-0.5,2.1,2.3,2.4,3.4,3.3,4,3.7,3.5665154169,3.9266087584,4.5974152166,4.6039831716,5.163,5.247,4.202,3.732,5.342,5.054,5.436,5.407,5.136,5.206,4.851,5.396,5.421,5.956,5.641,5.885,5.885,
,Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-LUX-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-LUX-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-LUX-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-LUX-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-LUX-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-LUX-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Macau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-MAC-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-MAC-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-MAC-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-MAC-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-MAC-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-MAC-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-MDG-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,-0.2,-0.0887664727,-0.1,-0.0731268947,-0.0884082849,-0.1,-0.034724023,-0.035,0,0,0,0,0,0,0.0691396346,0.0841457422,0.0892663994,0.0905877522,0.092,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-MDG-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-MDG-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-MDG-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-MDG-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-MDG-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,-0.2,-0.0887664727,-0.1,-0.0731268947,-0.0884082849,-0.1,-0.034724023,-0.035,,,,,,,0.0691396346,0.0841457422,0.0892663994,0.0905877522,0.092,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-MWI-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.327,0.345,0.345,0.345,0.345,0.431,0.517,0,0,0,0,
INTL.55-1-MWI-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.327,0.345,0.345,0.345,0.345,0.431,0.517,0,0,0,0,
INTL.57-1-MWI-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-MWI-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-MWI-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.327,0.345,0.345,0.345,0.345,0.431,0.517,0,0,0,0,
INTL.56-1-MWI-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-MYS-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,284,265,307,366,451,451,513,508,551,597,630,657,667,660.4006684932,676.2863013699,717.5931506849,730.0273224044,765.202739726,823.201369863,793.2301369863,763.7091434402,742.0985463318,782.9174042785,828.6818154276,803.9334098361,790.8508356164,749.6182191781,753.4441917808,760.0474808743,719.916109589,733.4902739726,669.9360410959,675.2731092896,647.9015205479,673.6103424658,727.4120821918,760.1684262295,741.8655068493,755.8139726027,709.2082191781,645.1175956284,
INTL.55-1-MYS-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,283,264,306,365,450,450,513,508,551,596,631,658,666,660.0006684932,673.9863013699,714.4931506849,727.0273224044,761.802739726,820.101369863,788.0301369863,755.7049180328,732.1643835616,773.46,817.857,792.4754098361,778.4438356164,735.8082191781,740.3601917808,744.1694808743,705.960109589,719.4492739726,656.1890410959,661.2301092896,632.7945205479,660.9753424658,714.1780821918,746.9344262295,728.6315068493,742.8139726027,696.2082191781,626.5984699454,
INTL.57-1-MYS-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,283,264,306,365,440,440,504,497,540,585,619,646,653,640.0006684932,644.9863013699,682.4931506849,695.0273224044,699.802739726,720.101369863,693.0301369863,690.0273224044,659.2054794521,698.46,737.857,763.4754098361,726.4438356164,691.8082191781,682.4821917808,687.9644808743,658.704109589,638.2602739726,569.9342465753,585.5601092896,575.7945205479,602.9753424658,654.1780821918,666.9344262295,659.9315068493,652.8139726027,604.295890411,541.0165027322,
INTL.58-1-MYS-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,10,10,9,11,11,11,12,12,13,17,17,20,20,50,90,85,65,70,75,80,29,37,29,41,38,28,64,67.2547945205,56,33,35,32,55,54,56,50.9123287671,48.5819672131,
INTL.59-1-MYS-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12,12,12,10,10,0.6775956284,2.9589041096,0,0,0,15,15,16.878,18.205,19.256,17.189,19,19.67,24,23,28,25,14.7,34,41,37,
INTL.56-1-MYS-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,1,1,1,1,1,1,0.1,0.2,-0.3,1.1,-1.4,-1.3,0.1,0.4,2.3,3.1,3,3.4,3.1,5.2,8.0042254074,9.9341627702,9.4574042785,10.8248154276,11.458,12.407,13.81,13.084,15.878,13.956,14.041,13.747,14.043,15.107,12.635,13.234,13.234,13.234,13,13,18.5191256831,
,Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-MDV-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-MDV-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-MDV-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-MDV-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-MDV-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-MDV-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-MLI-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-MLI-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-MLI-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-MLI-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-MLI-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-MLI-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-MLT-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-MLT-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-MLT-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-MLT-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-MLT-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-MLT-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-MTQ-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0.0291784019,0.0265173485,0.0253511959,0.0488942634,0.0167727452,0.0185456605,0.0181593623,-0.1,0,0,0,0,0,0,-0.0750824341,-0.0699218323,-0.0638301195,-0.0824618172,-0.09,-0.078,-0.097,-0.081,-0.088,-0.249,-0.244,-0.269,-0.278,-0.295,-0.321,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,
INTL.55-1-MTQ-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-MTQ-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-MTQ-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-MTQ-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-MTQ-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0.0291784019,0.0265173485,0.0253511959,0.0488942634,0.0167727452,0.0185456605,0.0181593623,-0.1,,,,,,,-0.0750824341,-0.0699218323,-0.0638301195,-0.0824618172,-0.09,-0.078,-0.097,-0.081,-0.088,-0.249,-0.244,-0.269,-0.278,-0.295,-0.321,-0.319,-0.319,-0.319,-0.319,-0.319,-0.319,
,Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-MRT-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,-0.3,0.2,0.1,0.1,0.1,-0.046660225,-0.1,0,0,0,0,0,0,-0.0926584643,0,0,0,0,0,30.6191780822,14.9917808219,12.8333333333,11.2452191781,8.2322328767,7.7376410959,6.5770765027,6.7504109589,6.0030054795,5.2465753425,4.8360655738,3.4276219178,0,0,0,
INTL.55-1-MRT-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6191780822,14.9917808219,12.8333333333,11.2452191781,8.2322328767,7.7376410959,6.5770765027,6.7504109589,6.0030054795,5.2465753425,4.8360655738,3.4276219178,0,0,0,
INTL.57-1-MRT-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6191780822,14.9917808219,12.8333333333,11.2452191781,8.2322328767,7.7376410959,6.5770765027,6.7504109589,6.0030054795,5.2465753425,4.8360655738,3.4276219178,0,0,0,
INTL.58-1-MRT-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-MRT-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-MRT-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,-0.3,0.2,0.1,0.1,0.1,-0.046660225,-0.1,,,,,,,-0.0926584643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-MUS-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517,0.482,0.431,0.414,0.603,0.517,0.517,0,0,0,0,
INTL.55-1-MUS-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517,0.482,0.431,0.414,0.603,0.517,0.517,0,0,0,0,
INTL.57-1-MUS-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-MUS-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-MUS-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517,0.482,0.431,0.414,0.603,0.517,0.517,0,0,0,0,
INTL.56-1-MUS-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-MEX-TBPD.A,        Total petroleum and other liquids (Mb/d),464.698630137,571.2821917808,705.0547945205,830.9262295082,980.9561643836,1209.0246575343,1461.2410958904,1936.1994535519,2313.1835616438,2748.1506849315,2689.4657534247,2780.2868852459,2744.8493150685,2434.8273972603,2548.3698630137,2511.8469945355,2520.0164383562,2553.0264328767,2679.7954328767,2669.3197919483,3139.8081726027,3159.3561643836,3075.1095890411,3293.306010929,3422.3452054795,3501.402739726,3354.3739726027,3460.085204918,3570.030169863,3593.3492493151,3807.6775150685,3847.9328797814,3784.0672191781,3709.5777671233,3500.2894794521,3186.8425245902,3000.7913835617,2978.5996438356,2960.0110739726,2940.7165573771,2915.0745068493,2820.8089726027,2622.3929178082,2484.3548797814,2249.6807123288,2082.940169863,1920.6231643836,1938.8854699454,
INTL.55-1-MEX-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",464.698630137,571.2821917808,705.0547945205,830.9262295082,980.9561643836,1209.0246575343,1461.2410958904,1936.1994535519,2313.1835616438,2748.1506849315,2689.4657534247,2780.2868852459,2744.8493150685,2434.8273972603,2548.3698630137,2511.8469945355,2520.0164383562,2553.0264328767,2679.7954328767,2669.3197919483,3132.1191726027,3146.3561643836,3064.1095890411,3278.306010929,3410.3452054795,3494.602739726,3345.0739726027,3449.9338797814,3560.0341917808,3585.2016438356,3788.7854794521,3824.9838797814,3759.9482191781,3683.0087671233,3471.4254794521,3156.9385245902,2971.5873835617,2953.5416438356,2934.5870739726,2910.6065573771,2882.4315068493,2788.7739726027,2592.0219178082,2459.1338797814,2229.1767123288,2064.006169863,1898.7961643836,1917.0584699454,
INTL.57-1-MEX-TBPD.A,                Crude oil including lease condensate (Mb/d),464.698630137,571.2821917808,705.0547945205,830.9262295082,980.9561643836,1209.0246575343,1461.2410958904,1936.1994535519,2313.1835616438,2748.1506849315,2689.4657534247,2780.2868852459,2744.8493150685,2434.8273972603,2548.3698630137,2511.8469945355,2520.0164383562,2553.0264328767,2679.7954328767,2669.3197919483,2672.8181972603,2782.1589041096,2711.5643835617,2944.1448087432,3104.0520547945,3159.3726027397,2998.3808219178,3104.0704918033,3217.9821369863,3262.8947945206,3458.681369863,3475.8254098361,3423.1235616438,3345.4279452055,3142.9528767123,2838.9887978142,2645.8432876712,2621.1389041096,2599.8473479452,2592.5054644809,2561.8575342466,2468.5479452055,2302.4931506849,2186.8743169399,1980.6821917808,1851.708909589,1703.8167123288,1710.2606557377,
INTL.58-1-MEX-TBPD.A,                NGPL (Mb/d),,,,,,,,193,241,255,265,257,271,352,338,370,384,428,457,454,459.0009753425,364.197260274,352.5452054795,334.1612021858,306.2931506849,335.2301369863,346.6931506849,345.8633879781,342.0520547945,322.3068493151,330.104109589,349.1584699454,336.8246575342,337.5808219178,328.3726027397,317.849726776,325.6410958904,332.002739726,334.3397260274,317.6010928962,320.0739726027,319.7260273973,288.5287671233,271.2595628415,247.9945205479,211.797260274,194.4794520548,206.2978142077,
INTL.59-1-MEX-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.103,0.4,0.4,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,
INTL.56-1-MEX-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,13,11,15,12,6.8,9.3,10,12,10,7.689,13,11,15,12,6.8,9.3,10.1513251366,9.9959780822,8.1476054795,18.8920356164,22.949,24.119,26.569,28.864,29.904,29.204,25.058,25.424,30.11,32.643,32.035,30.371,25.221,20.504,18.934,21.827,21.827,
,Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
none,        Total petroleum and other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
none,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
none,                Crude oil including lease condensate (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
