Report generated on: 07-09-2021 13:01:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API,,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
none,                NGPL (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
none,                Other liquids (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
none,            Refinery processing gain (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-MDA-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.025,-0.017,-0.014,-0.018,-0.018,0.001,-0.018,-0.018,-0.018,-0.018,-0.018,-0.018,
INTL.55-1-MDA-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-MDA-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-MDA-TBPD.A,                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-MDA-TBPD.A,                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-MDA-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.025,-0.017,-0.014,-0.018,-0.018,0.001,-0.018,-0.018,-0.018,-0.018,-0.018,-0.018,
,Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-MNG-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.179,0.202,0.381,0.501,0.589,0.55,1.032,2.329,3.208,5.123,5.976,6.9832958904,9.9345081967,14.0514958904,20.2880246575,23.1765589041,23.4262295082,20,19.408860274,18.4625726027,17.5621666667,
INTL.55-1-MNG-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.179,0.202,0.381,0.501,0.589,0.55,1.032,2.329,3.208,5.123,5.976,6.9832958904,9.9345081967,14.0514958904,20.2880246575,23.1765589041,23.4262295082,20,19.408860274,18.4625726027,17.5621666667,
INTL.57-1-MNG-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.179,0.202,0.381,0.501,0.589,0.55,1.032,2.329,3.208,5.123,5.976,6.9832958904,9.9345081967,14.0514958904,20.2880246575,23.1765589041,23.4262295082,20,19.408860274,18.4625726027,17.5621666667,
INTL.58-1-MNG-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-MNG-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-MNG-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-MNE-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-MNE-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-MNE-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-MNE-TBPD.A,                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-MNE-TBPD.A,                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-MNE-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-MSR-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-MSR-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-MSR-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-MSR-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-MSR-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-MSR-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-MAR-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,2,2,2,2,2,2,-1.2,-0.0608617564,0.2,-0.0125834124,-0.7,-0.8,-0.8,-1.4,-1.5,-1.2,3.9,4.7,4.5,3.8,4.0236453748,4.0349149531,4.4843793772,3.7230734016,3.446,-1.05,-1.247,-1.342,-0.598,-0.58,-0.757,-1.939,-0.998,-0.725,0.062,0.674,0.16,0.16,0.1,0.07,0.05,
INTL.55-1-MAR-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,1,1,1,1,1,1,0.5,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.3,5.3,5,5.1,5.2,5.3,5.4,5.26,5.2,5.2,0.14,0.2,0.22,0.18,0.16,0.2,0.2,0.14,0.16,0.16,0.16,0.16,0.16,0.1,0.07,0.05,
INTL.57-1-MAR-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,1,1,1,1,1,1,0.5,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.3,,0.1,0.2,0.3,0.4,0.26,0.2,0.2,0.14,0.2,0.22,0.18,0.16,0.2,0.2,0.14,0.16,0.16,0.16,0.16,0.16,0.1,0.07,0.05,
INTL.58-1-MAR-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-MAR-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-MAR-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,1,1,1,1,1,1,-1.7,-0.5,-0.3,-0.3,-1,-1.1,-1.1,-1.6,-1.7,-1.5,-1.4,-0.3,-0.6,-1.4,-1.2763546252,-1.3650850469,-0.7756206228,-1.4769265984,-1.754,-1.19,-1.447,-1.562,-0.778,-0.74,-0.957,-2.139,-1.138,-0.885,-0.098,0.514,0,0,0,0,0,
,Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-MOZ-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0.03,0.04,0.16,0.282,0,0,0,0,
INTL.55-1-MOZ-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0.03,0.04,0.16,0.282,0,0,0,0,
INTL.57-1-MOZ-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-MOZ-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-MOZ-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0.03,0.04,0.16,0.282,0,0,0,0,
INTL.56-1-MOZ-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-NAM-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-NAM-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-NAM-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-NAM-TBPD.A,                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-NAM-TBPD.A,                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-NAM-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-NRU-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-NRU-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-NRU-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-NRU-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-NRU-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-NRU-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-NPL-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-NPL-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-NPL-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-NPL-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-NPL-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-NPL-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-NLD-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,31,33,53,67,82,101,123,118,109,99,108,106,86,90.2219041096,132.2273972603,117.9726027397,113.237704918,107.7424657534,108.0739726027,91.0849315068,88.1855218579,81.4851287671,98.3782246575,100.9478493151,96.2222513661,84.4884657534,74.2092876712,85.0155342466,69.3978032787,63.3957945205,63.1415890411,71.6837260274,87.3602677596,82.8064657534,95.1515205479,90.473109589,65.188431694,69.3870145429,68.5126538055,75.1755075776,95.3207518488,
INTL.55-1-NLD-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,31,33,45,62,70,87,104,98,88,77,84,84,67,66.5999041096,103.2273972603,86.9726027397,81.237704918,76.7424657534,79.0739726027,59.0849315068,54.58,46.202739726,65.1479452055,64.9479452055,61.2382513661,49.8424657534,41.9732876712,67.0575342466,52.4918032787,46.2547945205,44.6915890411,51.4557260274,67.4002677596,63.7064657534,75.2805205479,69.845109589,52.846431694,57.4180145429,54.3386538055,56.2505075776,76.3957518488,
INTL.57-1-NLD-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,25,27,38,53,61,76,93,87,77,64,70,74,53,50.2609041096,78.2273972603,65.9726027397,56.237704918,52.7424657534,52.0739726027,32.0849315068,28.78,26.202739726,46.3287671233,46.9479452055,42.6393442623,31.7424657534,26.3232876712,39.904109589,33.5081967213,25.4849315068,20,22.2547945205,20.8333333333,21.9863013699,29.4684931507,27.304109589,18.087431694,13.9407186527,13.5224970931,18.1579180707,32.7254485701,
INTL.58-1-NLD-TBPD.A,                NGPL (Mb/d),,,,,,,,6,6,7,9,9,11,11,11,11,13,14,10,13,16.339,25,21,25,24,27,27,25.8,20,18.8191780822,18,18.3989071038,18,15,14.397260274,9.9836065574,8.904109589,9.3095890411,9.0849315068,8.1639344262,8.5561643836,8.3260273973,9,6,5.5314876712,4.6409561644,3.0099315068,2.5873032787,
INTL.59-1-NLD-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.65,12.7561643836,9,11.8657534247,15.382,20.116,38.403,33.164,37.486,33.541,28.759,37.945808219,36.175200548,35.082658,41.083,
INTL.56-1-NLD-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,-0.3,0.4,7.6,4.5,12,14,19,20,21,22,24,22,20,23.622,29,31,32,31,29,32,33.6055218579,35.2823890411,33.2302794521,35.9999041096,34.984,34.646,32.236,17.958,16.906,17.141,18.45,20.228,19.96,19.1,19.871,20.628,12.342,11.969,14.174,18.925,18.925,
,Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-NLDA-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,4,4,4,4,4,4,-0.0483607397,0.7,0.4,-0.2,-0.5,-1.2,-1.7,-1.5,-1.5,-1.4,-1.4,-1.5,-1.5,0,-0.7573657227,-2.1691611129,-1.0071834274,-0.2636801064,-0.029,-0.585,-0.738,0.531,0.661,-0.412,1.76,1.048,0.985,-0.22,0.717,0.927,0.927,0.927,0.927,0.927,0.927,
INTL.55-1-NLDA-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-NLDA-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-NLDA-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-NLDA-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-NLDA-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,4,4,4,4,4,4,-0.0483607397,0.7,0.4,-0.2,-0.5,-1.2,-1.7,-1.5,-1.5,-1.4,-1.4,-1.5,-1.5,,-0.7573657227,-2.1691611129,-1.0071834274,-0.2636801064,-0.029,-0.585,-0.738,0.531,0.661,-0.412,1.76,1.048,0.985,-0.22,0.717,0.927,0.927,0.927,0.927,0.927,0.927,
,New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-NCL-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-NCL-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-NCL-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-NCL-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-NCL-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-NCL-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-NZL-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,9,12,17,18,20,24,43,44,53,57,59,58,58,59.7562328767,57.3753424658,47.9287671233,46.8218579235,68.0520547945,57.1178082192,52.2589041096,47.6798169399,43.9418767123,40.9906520548,31.8151972603,27.9395628415,27.7740821918,25.8009315068,47.5970547945,65.3859398907,61.0268356164,63.5388630137,56.4405068493,52.7296338798,46.7777534247,52.7826986301,54.4619315068,47.5157759563,28.804709589,28.1986109589,26.1388,24.0116448087,
INTL.55-1-NZL-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,8,11,16,17,19,23,41,42,50,54,56,56,55,56.8712328767,54.7753424658,45.3287671233,44.5218579235,65.5520547945,54.5178082192,49.9589041096,45,41.1643835616,38.2390410959,28.9917808219,25.0175628415,24.9780821918,23.0849315068,45.0720547945,62.8769398907,58.7638356164,58.0598630137,49.8645068493,45.9916338798,39.5387534247,46.9336986301,47.3699315068,40.8067759563,19.796709589,17.0436109589,17.4368,15.3096448087,
INTL.57-1-NZL-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,7,10,15,15,17,19,29,28,33,38,40,41,38,40.6712328767,39.5753424658,31.9287671233,36.5218579235,57.4520547945,46.9178082192,42.1589041096,36,33.1643835616,30.3890410959,23.9917808219,19.5174863388,18.9780821918,17.0849315068,41.1369863014,59.9863387978,55.8876712329,53.0383561644,46.3232876712,41.0792349727,35.2657534247,39.2657534247,41.2849315068,34.7267759563,13.3617917808,11.0574876712,11.8513342466,9.6753360656,
INTL.58-1-NZL-TBPD.A,                NGPL (Mb/d),,,,,,,,1,1,1,2,2,3,3,3,4,4,4,5,4.6,5.2,5.2,5.4,5,7.1,6.6,6.8,8,8,7.85,5,5.5000765027,6,6,3.9150684932,2.8306010929,2.7561643836,4.9315068493,3.4082191781,4.6693989071,4,7.3479452055,6,6,6.3469178082,5.8981232877,5.5454657534,5.5943087432,
INTL.59-1-NZL-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0.6,8.9,11,13,12,12,9.6,13,11,10,8,3,1,1,1,1,0,0,0,0,0,0,0.02,0.06,0.12,0.09,0.133,0.243,0.273,0.32,0.085,0.08,0.088,0.088,0.04,0.04,
INTL.56-1-NZL-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,1,1,1,1,1,1.2,1.9,2,2.5,2.7,2.7,2.5,2.3,2.885,2.6,2.6,2.3,2.5,2.6,2.3,2.6798169399,2.7774931507,2.7516109589,2.8234164384,2.922,2.796,2.716,2.525,2.509,2.263,5.479,6.576,6.738,7.239,5.849,7.092,6.709,9.008,11.155,8.702,8.702,
,Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
