Index	Region, subregion, country or area *	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
91	Tajikistan	8548.651	8734.951	8921.343	9107.211	9292	9475.246	9656.648	9835.989	10013.102	10187.895	10360.358	10530.4	10698.174	10864.265	11029.469	11194.411	11359.262	11524.091	11689.347	11855.513	12022.921	12191.668	12361.646	12532.613	12704.211	12876.073	13048.084	13219.991	13391.114	13560.613	13727.805	13892.383	14054.239	14213.113	14368.845	14521.291	14670.318	14815.895	14958.122	15097.206	15233.335	15366.521	15496.853	15624.619	15750.206	15873.917	15995.855	16116.022	16234.486	16351.289	16466.436	16579.941	16691.758	16801.737	16909.677	17015.383	17118.811	17219.869	17318.327	17413.915	17506.4	17595.708	17681.829	17764.806	17844.715	17921.621	17995.531	18066.476	18134.576	18199.983	18262.846	18323.183	18381.062	18436.566	18489.877	18541.062	18590.156	18637.148	18681.967	18724.549	18764.776	18802.589	18837.9	18870.658	18900.788	18928.234
92	Turkmenistan	5565.284	5662.544	5758.075	5851.466	5942.561	6031.195	6117.011	6199.732	6279.415	6356.285	6430.544	6502.197	6571.312	6638.25	6703.489	6767.418	6830.185	6891.89	6952.813	7013.275	7073.504	7133.597	7193.548	7253.242	7312.505	7371.176	7429.198	7486.499	7542.762	7597.666	7650.906	7702.355	7751.949	7799.479	7844.748	7887.617	7928	7965.919	8001.413	8034.62	8065.655	8094.556	8121.398	8146.324	8169.545	8191.235	8211.476	8230.371	8248.118	8264.939	8281	8296.416	8311.199	8325.376	8338.91	8351.772	8363.99	8375.573	8386.452	8396.549	8405.779	8414.119	8421.571	8428.074	8433.593	8438.092	8441.545	8443.945	8445.305	8445.618	8444.898	8443.153	8440.393	8436.627	8431.858	8426.093	8419.377	8411.735	8403.219	8393.897	8383.789	8372.985	8361.54	8349.516	8336.968	8323.978
93	Uzbekistan	30976.021	31446.795	31910.641	32364.996	32807.368	33235.825	33648.956	34046.2	34427.732	34794.284	35146.617	35484.562	35808.3	36119.473	36420.216	36712.267	36996.226	37272.259	37541.052	37803.244	38059.262	38309.384	38553.596	38791.541	39022.683	39246.465	39462.759	39671.233	39870.838	40060.222	40238.337	40404.772	40559.445	40702.045	40832.387	40950.366	41055.888	41149.052	41230.159	41299.725	41358.196	41405.832	41442.946	41470.196	41488.317	41497.995	41499.63	41493.576	41480.342	41460.462	41434.391	41402.507	41365.093	41322.271	41274.07	41220.568	41161.983	41098.59	41030.596	40958.184	40881.556	40800.9	40716.43	40628.366	40536.962	40442.426	40344.959	40244.739	40141.98	40036.895	39929.678	39820.477	39709.42	39596.702	39482.48	39366.925	39250.12	39132.103	39012.885	38892.438	38770.742	38647.769	38523.468	38397.804	38270.744	38142.231
94	Southern Asia	1823308.471	1846266.634	1868984.557	1891454.121	1913668.492	1935615.906	1957285.754	1978654.193	1999679.763	2020311.796	2040509.147	2060248.823	2079521.206	2098315.76	2116627.109	2134449.018	2151772.502	2168585.749	2184878.144	2200639.194	2215861.775	2230538.425	2244670.058	2258268.889	2271353.255	2283936.418	2296021.183	2307603.164	2318679.871	2329246.517	2339299.038	2348836.887	2357859.761	2366363.716	2374343.991	2381796.561	2388721.484	2395118.101	2400981.53	2406305.855	2411087.849	2415328.091	2419031.14	2422203.312	2424853.189	2426989.257	2428619.38	2429750.242	2430388.528	2430540.824	2430215.819	2429422.679	2428174.999	2426491.674	2424394.748	2421904.145	2419035.159	2415799.975	2412211.591	2408282.205	2404024.608	2399452.381	2394580.9	2389426.721	2384007.377	2378339.256	2372435.587	2366308.777	2359973.045	2353442.413	2346729.795	2339848.823	2332809.714	2325617.52	2318274.813	2310786.61	2303162.099	2295414.084	2287557.651	2279608.27	2271580.61	2263487.882	2255341.591	2247151.32	2238925.013	2230668.781
95	Afghanistan	33736.494	34656.032	35530.081	36373.176	37209.007	38054.941	38913.707	39779.095	40649.204	41519.986	42388.4	43254.446	44119.315	44982.317	45842.659	46699.545	47552.324	48400.329	49242.776	50078.786	50907.55	51728.328	52540.36	53342.664	54134.238	54914.122	55681.683	56436.296	57177.142	57903.378	58614.315	59309.352	59988.191	60650.823	61297.44	61928.118	62542.629	63140.612	63721.905	64286.388	64833.869	65364.208	65877.123	66372.235	66849.094	67307.303	67746.6	68166.836	68567.901	68949.732	69312.24	69655.3	69978.689	70282.194	70565.547	70828.562	71071.244	71293.579	71495.235	71675.834	71835.187	71973.309	72090.564	72187.611	72265.313	72324.435	72365.474	72388.742	72394.688	72383.708	72356.276	72312.905	72254.237	72180.933	72093.731	71993.32	71880.385	71755.556	71619.483	71472.775	71316.116	71150.213	70975.797	70793.669	70604.652	70409.629
96	Bangladesh	161200.886	162951.56	164669.751	166368.149	168065.92	169775.309	171499.635	173229.209	174947.406	176631.129	178262.909	179836.355	181353.356	182814.797	184224.428	185584.811	186894.662	188151.243	189354.346	190504.057	191600.525	192643.385	193632.754	194569.933	195456.694	196294.312	197083.468	197823.881	198514.781	199154.932	199743.52	200280.556	200766.709	201202.569	201589.015	201926.816	202216.426	202458.202	202652.694	202800.474	202902.15	202958.329	202969.671	202936.785	202860.299	202740.914	202579.349	202376.377	202132.813	201849.522	201527.366	201167.118	200769.645	200336.036	199867.499	199365.088	198829.889	198262.66	197663.91	197033.955	196373.334	195682.912	194963.91	194217.575	193445.339	192648.561	191828.435	190986.105	190122.841	189239.969	188338.816	187420.691	186486.919	185538.778	184577.515	183604.47	182621.011	181628.59	180628.709	179622.88	178612.617	177599.476	176584.976	175570.653	174558.037	173548.665
97	Bhutan	787.386	797.765	807.61	817.054	826.229	835.245	844.152	852.909	861.502	869.835	877.866	885.608	893.058	900.219	907.107	913.697	920.013	926.035	931.797	937.288	942.541	947.543	952.313	956.838	961.15	965.239	969.113	972.767	976.219	979.449	982.468	985.267	987.846	990.201	992.324	994.203	995.848	997.251	998.393	999.275	999.896	1000.243	1000.328	1000.154	999.7	998.991	998.022	996.8	995.32	993.604	991.645	989.456	987.042	984.42	981.62	978.656	975.519	972.237	968.825	965.284	961.627	957.871	954.014	950.08	946.068	942	937.886	933.721	929.523	925.295	921.051	916.79	912.517	908.232	903.962	899.686	895.427	891.155	886.911	882.677	878.472	874.276	870.106	865.966	861.845	857.736
98	India	1309053.98	1324171.354	1339180.127	1354051.854	1368737.513	1383197.753	1397423.009	1411415.296	1425158.481	1438635.367	1451829.004	1464726.099	1477311.59	1489564.612	1501462.374	1512985.207	1524123.804	1534869.174	1545203.584	1555108.108	1564570.223	1573581.733	1582146.821	1590281.887	1598011.486	1605355.574	1612319.846	1618905.536	1625123.097	1630983.67	1636496.308	1641666.866	1646498.484	1650993.654	1655153.372	1658978.162	1662471.555	1665634.474	1668461.495	1670944.584	1673078.321	1674862.507	1676300.456	1677394.788	1678149.384	1678568.111	1678655.989	1678416.452	1677850.625	1676958.866	1675744.291	1674212.113	1672372.856	1670242.036	1667838.579	1665179.391	1662275.88	1659137.008	1655774.546	1652200.108	1648425.091	1644460.392	1640316.937	1636006.071	1631539.153	1626927.002	1622178.968	1617304.175	1612312.579	1607214.022	1602017.424	1596732.383	1591365.736	1585920.202	1580396.453	1574797.201	1569128.52	1563399.451	1557620.765	1551803.731	1545958.898	1540095.658	1534222.029	1528344.549	1522468.414	1516597.38
99	Iran (Islamic Republic of)	79360.487	80277.428	81162.788	82011.735	82820.766	83587.129	84308.039	84981.814	85608.868	86190.846	86729.781	87225.92	87681.034	88100.893	88492.921	88863.308	89214.452	89547.756	89867.078	90176.445	90478.779	90775.584	91066.938	91352.328	91630.373	91899.463	92159.118	92407.886	92641.739	92855.59	93045.086	93208.289	93343.791	93448.513	93519.251	93553.454	93549.75	93507.577	93426.451	93306.302	93147.423	92949.896	92714.463	92443.058	92138.247	91802.462	91437.145	91043.763	90624.854	90183.259	89721.573	89241.804	88745.692	88235.045	87711.599	87177.099	86633.379	86082.282	85525.464	84964.541	84401.124	83836.566	83272.537	82711.254	82155.157	81606.26	81065.697	80534.16	80012.572	79501.66	79001.898	78513.649	78036.832	77570.81	77114.567	76667.127	76227.632	75795.356	75369.553	74949.336	74533.592	74120.926	73709.639	73297.701	72882.793	72462.296
100	Maldives	418.403	427.756	436.33	444.259	451.738	458.909	465.782	472.334	478.508	484.309	489.695	494.699	499.335	503.688	507.806	511.766	515.596	519.304	522.911	526.456	529.943	533.391	536.815	540.219	543.603	546.961	550.3	553.607	556.862	560.042	563.119	566.092	568.924	571.619	574.133	576.435	578.53	580.384	582.014	583.406	584.547	585.449	586.096	586.493	586.671	586.619	586.346	585.865	585.184	584.299	583.247	582.031	580.649	579.108	577.42	575.584	573.608	571.502	569.261	566.904	564.416	561.816	559.12	556.326	553.44	550.485	547.456	544.376	541.264	538.149	535.053	531.974	528.928	525.936	523.016	520.186	517.453	514.803	512.259	509.796	507.423	505.105	502.87	500.694	498.566	496.493
101	Nepal	28656.282	28982.771	29304.998	29624.035	29942.018	30260.244	30578.436	30894.88	31207.746	31514.634	31813.598	32103.873	32385.155	32656.655	32917.661	33167.612	33406.08	33632.919	33848.358	34052.872	34246.881	34430.403	34603.532	34767.002	34921.735	35068.441	35207.453	35338.774	35462.39	35578.124	35685.878	35785.655	35877.547	35961.62	36037.966	36106.578	36167.47	36220.469	36265.205	36301.194	36328.047	36345.63	36353.895	36352.703	36341.908	36321.446	36291.214	36251.204	36201.517	36142.282	36073.652	35995.713	35908.486	35811.972	35706.127	35590.988	35466.633	35333.305	35191.242	35040.774	34882.203	34715.786	34541.792	34360.39	34171.798	33976.255	33774.093	33565.725	33351.588	33132.159	32907.932	32679.353	32446.871	32211.06	31972.567	31731.982	31489.823	31246.589	31002.712	30758.636	30514.805	30271.732	30029.93	29789.953	29552.411	29317.902
102	Pakistan	189380.513	193203.476	197015.955	200813.818	204596.442	208362.334	212106.995	215824.155	219509.316	223158.203	226767.952	230335.982	233862.814	237352.889	240812.968	244248.371	247659.208	251045.01	254409.778	257758.315	261093.438	264415.428	267721.522	271007.385	274266.975	277494.59	280687.458	283842.283	286951.906	290007.941	293003.264	295934.02	298797.474	301589.116	304304.572	306940.443	309494.078	311964.487	314352.348	316659.543	318887.652	321036.773	323106.83	325099.262	327015.934	328858.58	330628.076	332325.445	333952.715	335512.214	337005.859	338434.749	339799.502	341100.871	342339.421	343515.596	344630.286	345683.827	346675.404	347603.752	348468.054	349268.472	350005.891	350681.17	351295.476	351849.89	352345.115	352781.806	353161.054	353484.023	353751.829	353965.813	354126.955	354235.642	354292.058	354296.824	354251.233	354157.169	354016.937	353833.003	353607.849	353343.854	353043.305	352708.305	352340.889	351942.931
103	Sri Lanka	20714.04	20798.492	20876.917	20950.041	21018.859	21084.042	21145.999	21204.501	21258.732	21307.487	21349.942	21385.841	21415.549	21439.69	21459.185	21474.701	21486.363	21493.979	21497.516	21496.867	21491.895	21482.63	21469.003	21450.633	21427.001	21397.716	21362.744	21322.134	21275.735	21223.391	21165.08	21100.79	21030.795	20955.601	20875.918	20792.352	20705.198	20614.645	20521.025	20424.689	20325.944	20225.056	20122.278	20017.834	19911.952	19804.831	19696.639	19587.5	19477.599	19367.046	19255.946	19144.395	19032.438	18919.992	18806.936	18693.181	18578.721	18463.575	18347.704	18231.053	18113.572	17995.257	17876.135	17756.244	17635.633	17514.368	17392.463	17269.967	17146.936	17023.428	16899.516	16775.265	16650.719	16525.927	16400.944	16275.814	16150.615	16025.415	15900.322	15775.436	15650.838	15526.642	15402.939	15279.83	15157.406	15035.749
104	South-Eastern Asia	634609.846	641775.797	648780.04	655636.576	662375.294	669016.297	675556.438	681978.168	688270.868	694420.712	700416.811	706254.467	711932.729	717449.13	722802.274	727991.019	733013.388	737867.848	742555	747076.226	751432.871	755624.75	759651.987	763516.802	767222.075	770769.941	774162.055	777398.575	780478.618	783400.493	786163.367	788767.904	791216.14	793510.387	795653.622	797648.622	799497.672	801202.353	802763.856	804183.079	805461.6	806601.721	807606.816	808480.871	809228.469	809854.05	810360.93	810752.262	811032.391	811205.785	811276.669	811248.543	811124.521	810908.036	810602.248	810210.279	809735.34	809180.277	808547.256	807838.118	807054.889	806200.289	805277.34	804288.58	803236.627	802124.174	800953.674	799728.089	798451.248	797127.258	795759.846	794351.998	792905.888	791423.446	789906.221	788355.929	786774.655	785164.786	783528.856	781869.397	780188.662	778488.715	776771.357	775037.973	773289.79	771527.666
105	Brunei Darussalam	417.542	423.196	428.697	434.076	439.336	444.519	449.613	454.592	459.448	464.176	468.771	473.231	477.556	481.742	485.774	489.666	493.412	496.991	500.435	503.716	506.838	509.81	512.631	515.306	517.829	520.202	522.457	524.557	526.531	528.383	530.096	531.681	533.142	534.479	535.674	536.723	537.632	538.404	539.029	539.509	539.86	540.064	540.139	540.077	539.889	539.575	539.145	538.593	537.937	537.179	536.327	535.379	534.354	533.249	532.081	530.85	529.564	528.229	526.862	525.463	524.038	522.594	521.13	519.66	518.176	516.681	515.189	513.696	512.201	510.697	509.197	507.706	506.203	504.701	503.209	501.707	500.204	498.704	497.2	495.692	494.185	492.675	491.167	489.646	488.135	486.608
106	Cambodia	15517.635	15762.37	16005.373	16245.729	16482.646	16715.508	16943.711	17166.941	17385.301	17599.113	17808.685	18013.91	18214.806	18411.936	18606.102	18797.878	18987.419	19174.678	19359.792	19542.826	19723.795	19902.725	20079.472	20253.651	20424.78	20592.416	20756.393	20916.573	21072.481	21223.615	21369.568	21510.112	21645.224	21774.972	21899.525	22019.028	22133.468	22242.808	22347.095	22446.452	22540.932	22630.596	22715.466	22795.622	22871.178	22942.211	23008.804	23070.929	23128.512	23181.467	23229.699	23273.276	23312.223	23346.517	23376.078	23400.907	23421.06	23436.678	23447.948	23455.133	23458.459	23458.084	23454.169	23446.947	23436.682	23423.623	23407.89	23389.639	23369.18	23346.825	23322.83	23297.343	23270.385	23241.85	23211.529	23179.296	23145.086	23108.935	23070.925	23031.15	22989.635	22946.354	22901.209	22854.038	22804.616	22752.616
107	Indonesia	258162.113	261115.456	263991.379	266794.98	269536.482	272222.987	274854.187	277425.269	279933.839	282376.577	284751.045	287056.004	289291.764	291459.262	293560.094	295595.234	297564.832	299467.795	301302.463	303066.623	304758.627	306377.782	307924.332	309398.715	310801.798	312134.188	313396.421	314588.313	315708.952	316757.043	317731.985	318634.138	319464.95	320226.337	320920.805	321550.686	322117.585	322622.942	323068.816	323457.405	323790.912	324071.289	324300.574	324481.165	324615.556	324706.159	324754.716	324763.12	324734.079	324670.48	324574.722	324448.614	324293.099	324108.637	323895.158	323652.789	323382.344	323084.81	322760.609	322410.079	322033.592	321631.743	321205.145	320754.237	320279.449	319781.248	319260.189	318716.943	318152.238	317566.869	316961.615	316337.322	315694.68	315034.093	314355.875	313660.544	312948.944	312222.192	311481.632	310728.66	309964.674	309191.051	308409.109	307620.086	306825.175	306025.532
108	Lao People's Democratic Republic	6663.967	6758.353	6858.16	6961.21	7064.242	7164.822	7262.301	7357.213	7449.765	7540.495	7629.773	7717.463	7803.221	7887.021	7968.851	8048.698	8126.506	8202.235	8275.833	8347.252	8416.467	8483.42	8548.078	8610.412	8670.363	8727.905	8783.005	8835.638	8885.748	8933.269	8978.146	9020.358	9059.914	9096.823	9131.134	9162.892	9192.112	9218.774	9242.87	9264.391	9283.327	9299.697	9313.514	9324.796	9333.57	9339.862	9343.694	9345.099	9344.11	9340.753	9335.058	9327.089	9316.874	9304.477	9289.954	9273.381	9254.809	9234.31	9211.955	9187.844	9162.057	9134.659	9105.754	9075.415	9043.746	9010.877	8976.838	8941.727	8905.649	8868.708	8830.99	8792.578	8753.513	8713.84	8673.549	8632.672	8591.239	8549.303	8506.9	8464.099	8420.917	8377.395	8333.546	8289.382	8244.887	8200.027
109	Malaysia	30723.155	31187.265	31624.264	32042.458	32454.455	32869.323	33289.213	33710.811	34131.17	34545.393	34949.758	35343.767	35728.205	36102.129	36464.597	36814.968	37152.789	37477.978	37790.724	38091.467	38380.67	38658.468	38925.16	39181.636	39429.022	39668.262	39899.761	40123.869	40341.496	40553.598	40760.928	40963.843	41162.327	41356.264	41545.333	41729.217	41907.826	42080.972	42247.998	42408.073	42560.484	42704.872	42840.966	42968.27	43086.253	43194.485	43292.74	43380.831	43458.395	43525.108	43580.75	43625.311	43658.962	43681.969	43694.697	43697.589	43690.929	43675.14	43650.953	43619.22	43580.736	43536.015	43485.571	43430.168	43370.642	43307.7	43241.869	43173.547	43103.261	43031.475	42958.599	42884.958	42810.756	42736.14	42661.139	42585.801	42510.135	42434.147	42357.806	42281.052	42203.736	42125.67	42046.571	41966.109	41883.864	41799.363
110	Myanmar	52403.669	52885.223	53370.609	53855.735	54336.138	54808.276	55269.36	55718.363	56155.777	56583.19	57001.494	57410.076	57807.267	58191.691	58561.681	58915.869	59253.608	59574.526	59878.046	60163.634	60430.924	60679.668	60909.763	61121.24	61314.273	61489.087	61645.839	61784.917	61907.117	62013.477	62104.926	62181.952	62245.035	62294.981	62332.686	62358.925	62374.238	62379.013	62373.669	62358.529	62333.901	62300.107	62257.417	62205.983	62145.919	62077.306	62000.373	61915.211	61821.691	61719.532	61608.616	61488.992	61360.902	61224.537	61080.194	60928.109	60768.582	60601.832	60428.054	60247.398	60060.141	59866.599	59667.263	59462.718	59253.637	59040.66	58824.267	58604.952	58383.428	58160.515	57936.924	57713.106	57489.467	57266.515	57044.754	56824.585	56606.32	56390.154	56176.218	55964.583	55755.264	55548.274	55343.589	55141.131	54940.855	54742.635
111	Philippines	101716.359	103320.222	104918.09	106512.074	108106.31	109703.396	111302.796	112901.564	114497.013	116085.686	117664.68	119232.531	120788.481	122331.201	123859.508	125372.282	126868.426	128346.9	129806.787	131247.272	132667.616	134067.093	135445.11	136801.341	138135.607	139447.689	140737.306	142004.084	143247.749	144468.021	145664.722	146837.4	147985.973	149111.006	150213.333	151293.435	152351.461	153386.774	154398.066	155383.587	156342.005	157272.746	158175.93	159051.709	159900.519	160722.645	161518.044	162286.423	163027.559	163741.19	164427.119	165085.305	165715.854	166318.925	166894.72	167443.451	167965.343	168460.522	168929.01	169370.819	169786.052	170174.988	170538.099	170875.895	171188.992	171478.014	171743.35	171985.547	172205.532	172404.396	172583.042	172742.082	172881.834	173002.594	173104.544	173187.896	173252.931	173299.985	173329.424	173341.578	173336.706	173314.984	173276.504	173221.233	173149.07	173059.809
112	Singapore	5535.262	5622.455	5708.844	5791.901	5868.104	5935.053	5991.801	6039.577	6080.859	6119.203	6157.267	6195.856	6234.361	6272.268	6308.561	6342.47	6374.049	6403.636	6431.177	6456.593	6479.855	6500.921	6519.786	6536.433	6550.852	6563.055	6573.038	6580.828	6586.543	6590.274	6592.118	6592.168	6590.442	6586.965	6581.729	6574.759	6566.106	6555.865	6544.175	6531.21	6517.11	6501.97	6485.839	6468.797	6450.915	6432.261	6412.894	6392.876	6372.27	6351.105	6329.449	6307.333	6284.805	6261.878	6238.544	6214.806	6190.675	6166.214	6141.487	6116.579	6091.55	6066.457	6041.287	6016.027	5990.646	5965.131	5939.466	5913.679	5887.781	5861.792	5835.72	5809.586	5783.375	5757.047	5730.525	5703.763	5676.761	5649.559	5622.217	5594.803	5567.391	5540.037	5512.788	5485.679	5458.718	5431.922
