Index	Region, subregion, country or area *	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
243	Greenland	56.377	56.359	56.338	56.317	56.3	56.274	56.25	56.204	56.147	56.057	55.949	55.803	55.64	55.434	55.217	54.977	54.732	54.465	54.184	53.894	53.584	53.259	52.924	52.574	52.219	51.834	51.45	51.058	50.653	50.241	49.82	49.391	48.948	48.505	48.054	47.605	47.156	46.7	46.242	45.788	45.329	44.878	44.426	43.974	43.522	43.073	42.625	42.181	41.723	41.279	40.833	40.383	39.934	39.484	39.024	38.572	38.111	37.65	37.183	36.716	36.248	35.778	35.298	34.824	34.347	33.874	33.387	32.917	32.441	31.969	31.498	31.032	30.565	30.109	29.641	29.195	28.74	28.296	27.854	27.416	26.992	26.568	26.147	25.735	25.32	24.922
244	Saint Pierre and Miquelon	6.29	6.287	6.293	6.305	6.332	6.353	6.387	6.422	6.456	6.489	6.519	6.546	6.572	6.59	6.611	6.628	6.647	6.664	6.673	6.692	6.699	6.713	6.719	6.726	6.732	6.734	6.729	6.729	6.729	6.716	6.711	6.693	6.682	6.667	6.653	6.636	6.612	6.593	6.568	6.543	6.523	6.492	6.46	6.434	6.394	6.358	6.324	6.295	6.257	6.227	6.191	6.153	6.115	6.076	6.036	6	5.958	5.917	5.88	5.841	5.794	5.752	5.707	5.669	5.619	5.577	5.532	5.485	5.435	5.389	5.334	5.289	5.239	5.188	5.137	5.085	5.032	4.983	4.929	4.875	4.823	4.773	4.72	4.664	4.611	4.563
245	United States of America	319929.162	321815.174	323630.739	325383.063	327077.246	328716.189	330300.527	331828.759	333297.57	334702.432	336039.432	337307.133	338508.244	339650.357	340743.922	341796.272	342810.021	343782.496	344709.132	345582.922	346398.433	347154.685	347852.455	348490.237	349066.61	349580.605	350031.627	350419.785	350745.866	351011.19	351217.044	351365.046	351456.166	351490.514	351467.852	351389.042	351255.064	351069.451	350838.778	350571.292	350273.695	349948.718	349597.537	349223.237	348828.668	348415.816	347985.588	347537.836	347071.747	346585.721	346077.758	345547.089	344991.442	344405.189	343781.275	343113.857	342400.288	341639.13	340827.327	339961.933	339040.68	338062.469	337026.76	335932.822	334780.304	333569.558	332301.15	330976.954	329600.669	328177.052	326710.531	325203.173	323657.482	322078.811	320473.363	318846.161	317200.324	315537.332	313857.61	312161.13	310448.081	308719.012	306974.981	305217.608	303449.01	301671.8
246	OCEANIA	39542.98	40081.176	40596.204	41090.615	41566.604	42025.997	42470.3	42900.815	43318.383	43723.799	44117.637	44500.666	44873.992	45239.048	45597.452	45950.36	46298.604	46642.217	46980.541	47312.673	47637.814	47955.851	48266.931	48570.991	48867.917	49157.656	49439.889	49714.388	49980.807	50238.879	50488.211	50728.763	50960.161	51181.543	51391.848	51590.37	51776.782	51951.201	52113.977	52265.59	52406.552	52536.933	52656.822	52766.589	52866.772	52957.822	53039.912	53113.16	53177.853	53234.315	53282.72	53323.244	53355.804	53380.22	53396.28	53403.652	53402.403	53392.385	53373.306	53344.681	53306.119	53257.621	53199.242	53130.969	53052.958	52965.364	52868.21	52761.684	52646.273	52522.368	52390.423	52250.734	52103.449	51948.99	51787.736	51619.992	51446.043	51266.039	51080.04	50888.131	50690.389	50486.9	50277.703	50062.907	49842.652	49617.052
247	Australia/New Zealand	28414.088	28761.147	29089.582	29401.103	29697.289	29979.54	30249.094	30507.026	30754.269	30991.637	31219.872	31439.709	31652.014	31857.725	32057.791	32252.997	32443.972	32630.952	32813.866	32992.35	33166.188	33335.448	33500.385	33661.164	33817.968	33970.944	34120.003	34265.035	34405.988	34542.844	34675.418	34803.778	34927.635	35046.067	35157.949	35262.445	35359.245	35448.532	35530.6	35605.951	35675.012	35737.889	35794.6	35845.536	35891.142	35931.799	35967.676	35998.902	36025.739	36048.434	36067.2	36082.131	36093.208	36100.353	36103.416	36102.22	36096.766	36086.996	36072.561	36053.064	36028.163	35997.818	35962.033	35920.787	35874.091	35822.004	35764.506	35701.716	35633.98	35561.725	35485.299	35404.849	35320.446	35232.29	35140.564	35045.423	34946.96	34845.203	34740.132	34631.7	34519.849	34404.513	34285.622	34163.08	34036.811	33906.702
248	Australia	23799.556	24105.655	24395.739	24671.294	24933.701	25184.17	25423.796	25653.539	25874.215	26086.569	26291.269	26488.979	26680.461	26866.536	27048.036	27225.634	27399.885	27571.042	27739.086	27903.754	28064.911	28222.643	28377.175	28528.653	28677.247	28823.078	28966.061	29106.101	29243.152	29377.205	29508.103	29635.882	29760.248	29880.335	29995.056	30103.601	30205.644	30301.323	30390.862	30474.685	30553.141	30626.281	30694.089	30756.814	30814.774	30868.229	30917.304	30962.078	31002.772	31039.587	31072.7	31102.184	31128.026	31150.204	31168.61	31183.133	31193.807	31200.599	31203.269	31201.524	31195.142	31184.084	31168.406	31148.158	31123.445	31094.356	31060.914	31023.205	30981.493	30936.085	30887.233	30835.054	30779.57	30720.889	30659.086	30594.208	30526.293	30455.331	30381.288	30304.106	30223.725	30140.05	30052.968	29962.361	29868.094	29769.992
249	New Zealand	4614.532	4655.492	4693.843	4729.809	4763.588	4795.37	4825.298	4853.487	4880.054	4905.068	4928.603	4950.73	4971.553	4991.189	5009.755	5027.363	5044.087	5059.91	5074.78	5088.596	5101.277	5112.805	5123.21	5132.511	5140.721	5147.866	5153.942	5158.934	5162.836	5165.639	5167.315	5167.896	5167.387	5165.732	5162.893	5158.844	5153.601	5147.209	5139.738	5131.266	5121.871	5111.608	5100.511	5088.722	5076.368	5063.57	5050.372	5036.824	5022.967	5008.847	4994.5	4979.947	4965.182	4950.149	4934.806	4919.087	4902.959	4886.397	4869.292	4851.54	4833.021	4813.734	4793.627	4772.629	4750.646	4727.648	4703.592	4678.511	4652.487	4625.64	4598.066	4569.795	4540.876	4511.401	4481.478	4451.215	4420.667	4389.872	4358.844	4327.594	4296.124	4264.463	4232.654	4200.719	4168.717	4136.71
250	Melanesia	9933.15	10115.396	10294.074	10469.85	10643.218	10814.526	10983.942	11151.51	11317.095	11480.484	11641.498	11800.071	11956.426	12111.093	12264.756	12417.855	12570.592	12722.684	12873.773	13023.295	13170.756	13316.01	13458.963	13599.404	13737.058	13871.727	14003.217	14131.382	14256.013	14376.872	14493.803	14606.643	14715.338	14819.909	14920.414	15016.896	15109.328	15197.654	15281.892	15362.007	15438.005	15509.899	15577.679	15641.363	15700.983	15756.597	15808.16	15855.707	15899.263	15938.819	15974.448	16006.168	16033.928	16057.648	16077.267	16092.696	16103.929	16110.955	16113.805	16112.411	16106.774	16096.889	16082.854	16064.691	16042.498	16016.394	15986.433	15952.679	15915.198	15874.022	15829.234	15780.918	15729.174	15674.19	15616.125	15555.141	15491.382	15424.945	15355.922	15284.403	15210.524	15134.37	15056.086	14975.847	14893.794	14810.159
251	Fiji	892.149	898.263	903.675	908.461	912.688	916.409	919.647	922.446	924.818	926.756	928.289	929.417	930.179	930.623	930.821	930.81	930.619	930.241	929.654	928.825	927.725	926.35	924.706	922.782	920.573	918.071	915.272	912.191	908.805	905.125	901.138	896.865	892.29	887.454	882.365	877.063	871.557	865.831	859.922	853.803	847.49	840.98	834.291	827.44	820.417	813.238	805.905	798.434	790.827	783.096	775.247	767.293	759.237	751.079	742.841	734.513	726.117	717.635	709.091	700.477	691.787	683.032	674.221	665.349	656.427	647.468	638.47	629.433	620.364	611.262	602.119	592.945	583.735	574.504	565.268	556.015	546.761	537.516	528.277	519.057	509.87	500.708	491.6	482.548	473.562	464.661
252	New Caledonia	269.091	272.367	275.526	278.581	281.545	284.427	287.223	289.942	292.586	295.146	297.63	300.02	302.338	304.598	306.803	308.966	311.1	313.197	315.241	317.242	319.181	321.051	322.866	324.621	326.307	327.928	329.465	330.929	332.331	333.651	334.911	336.086	337.186	338.212	339.16	340.011	340.766	341.449	342.038	342.546	342.98	343.34	343.619	343.829	343.964	344.037	344.046	343.99	343.88	343.695	343.474	343.199	342.873	342.485	342.051	341.567	341.025	340.422	339.767	339.045	338.26	337.404	336.491	335.509	334.457	333.332	332.13	330.86	329.519	328.117	326.649	325.116	323.54	321.9	320.216	318.489	316.725	314.914	313.067	311.193	309.29	307.367	305.412	303.45	301.469	299.486
253	Papua New Guinea	7919.825	8075.94	8229.656	8381.464	8531.738	8680.708	8828.491	8975.069	9120.296	9263.965	9405.9	9546.018	9684.48	9821.686	9958.184	10094.334	10230.252	10365.723	10500.442	10633.916	10765.774	10895.859	11024.116	11150.334	11274.323	11395.901	11514.925	11631.255	11744.706	11855.093	11962.268	12066.104	12166.543	12263.579	12357.233	12447.534	12534.433	12617.891	12697.884	12774.411	12847.449	12917.001	12983.054	13045.602	13104.652	13160.233	13212.304	13260.879	13305.966	13347.581	13385.757	13420.493	13451.757	13479.491	13503.585	13523.99	13540.682	13553.672	13562.968	13568.549	13570.408	13568.561	13563.071	13553.986	13541.415	13525.453	13506.171	13483.618	13457.85	13428.907	13396.862	13361.776	13323.754	13282.941	13239.474	13193.516	13145.172	13094.527	13041.663	12986.64	12929.559	12870.501	12809.579	12746.922	12682.666	12616.974
254	Solomon Islands	587.482	598.721	609.712	620.526	631.182	641.731	652.193	662.578	672.891	683.137	693.297	703.393	713.424	723.433	733.468	743.539	753.678	763.856	774.044	784.221	794.331	804.381	814.339	824.204	833.931	843.509	852.92	862.135	871.147	879.923	888.434	896.675	904.649	912.343	919.79	926.99	933.956	940.668	947.142	953.366	959.337	965.07	970.555	975.797	980.824	985.643	990.256	994.661	998.862	1002.84	1006.598	1010.148	1013.473	1016.57	1019.442	1022.074	1024.473	1026.626	1028.534	1030.162	1031.532	1032.613	1033.41	1033.927	1034.14	1034.052	1033.659	1032.957	1031.962	1030.66	1029.06	1027.181	1024.995	1022.548	1019.834	1016.855	1013.631	1010.173	1006.472	1002.546	998.41	994.061	989.514	984.792	979.896	974.854
255	Vanuatu	264.603	270.105	275.505	280.818	286.065	291.251	296.388	301.475	306.504	311.48	316.382	321.223	326.005	330.753	335.48	340.206	344.943	349.667	354.392	359.091	363.745	368.369	372.936	377.463	381.924	386.318	390.635	394.872	399.024	403.08	407.052	410.913	414.67	418.321	421.866	425.298	428.616	431.815	434.906	437.881	440.749	443.508	446.16	448.695	451.126	453.446	455.649	457.743	459.728	461.607	463.372	465.035	466.588	468.023	469.348	470.552	471.632	472.6	473.445	474.178	474.787	475.279	475.661	475.92	476.059	476.089	476.003	475.811	475.503	475.076	474.544	473.9	473.15	472.297	471.333	470.266	469.093	467.815	466.443	464.967	463.395	461.733	459.981	458.135	456.201	454.184
256	Micronesia	518.995	522.714	526.328	529.842	533.27	536.602	539.845	543.019	546.085	549.126	552.09	554.982	557.828	560.59	563.262	565.82	568.268	570.643	572.852	574.94	576.889	578.706	580.377	581.885	583.252	584.435	585.451	586.319	586.97	587.429	587.671	587.706	587.518	587.152	586.579	585.848	584.936	583.873	582.652	581.295	579.809	578.215	576.5	574.686	572.759	570.761	568.694	566.545	564.3	562.038	559.666	557.222	554.728	552.151	549.489	546.717	543.893	540.934	537.886	534.719	531.434	528.04	524.514	520.856	517.085	513.153	509.103	504.924	500.643	496.225	491.674	487.021	482.27	477.406	472.485	467.492	462.442	457.361	452.22	447.059	441.882	436.719	431.549	426.398	421.291	416.249
257	Guam	161.797	163.016	164.161	165.259	166.279	167.26	168.18	169.055	169.862	170.629	171.326	171.954	172.529	173.048	173.525	173.96	174.359	174.714	175.026	175.297	175.507	175.668	175.771	175.816	175.818	175.745	175.621	175.447	175.202	174.897	174.54	174.121	173.638	173.107	172.52	171.89	171.217	170.501	169.754	168.962	168.139	167.279	166.387	165.471	164.525	163.56	162.569	161.563	160.532	159.496	158.427	157.353	156.258	155.143	154.009	152.844	151.675	150.461	149.235	147.969	146.688	145.377	144.034	142.666	141.272	139.832	138.367	136.873	135.356	133.808	132.229	130.641	129.021	127.376	125.728	124.058	122.379	120.695	119	117.308	115.606	113.913	112.223	110.535	108.856	107.198
258	Kiribati	112.407	114.263	116.082	117.874	119.636	121.36	123.04	124.693	126.293	127.852	129.363	130.821	132.234	133.606	134.94	136.252	137.544	138.819	140.072	141.313	142.553	143.792	145.028	146.261	147.494	148.732	149.97	151.209	152.436	153.652	154.818	155.97	157.069	158.134	159.161	160.136	161.071	161.947	162.763	163.547	164.271	164.943	165.565	166.142	166.668	167.15	167.603	168.003	168.37	168.712	169.021	169.294	169.547	169.778	169.982	170.161	170.325	170.455	170.565	170.651	170.702	170.731	170.73	170.693	170.625	170.512	170.357	170.165	169.932	169.656	169.335	168.971	168.559	168.106	167.617	167.088	166.534	165.944	165.328	164.678	163.996	163.299	162.583	161.844	161.099	160.344
259	Marshall Islands	52.994	53.041	53.046	53.02	52.959	52.895	52.825	52.767	52.733	52.739	52.795	52.907	53.083	53.31	53.575	53.869	54.186	54.534	54.904	55.282	55.68	56.082	56.491	56.88	57.264	57.612	57.935	58.231	58.477	58.676	58.827	58.919	58.976	58.975	58.932	58.866	58.748	58.614	58.454	58.283	58.106	57.935	57.765	57.603	57.453	57.318	57.205	57.105	57.022	56.953	56.897	56.847	56.813	56.781	56.741	56.692	56.637	56.569	56.489	56.383	56.249	56.09	55.903	55.674	55.422	55.138	54.824	54.472	54.087	53.675	53.236	52.765	52.276	51.754	51.216	50.66	50.081	49.497	48.899	48.285	47.674	47.051	46.42	45.793	45.167	44.547
260	Micronesia (Fed. States of)	104.433	104.83	105.286	105.759	106.263	106.779	107.313	107.85	108.393	108.959	109.534	110.127	110.718	111.305	111.862	112.372	112.835	113.259	113.619	113.946	114.215	114.433	114.61	114.743	114.829	114.875	114.874	114.848	114.777	114.668	114.531	114.347	114.137	113.899	113.622	113.329	113.004	112.655	112.28	111.872	111.42	110.937	110.418	109.85	109.247	108.593	107.9	107.154	106.352	105.51	104.613	103.67	102.673	101.638	100.562	99.443	98.281	97.086	95.858	94.604	93.322	92.029	90.709	89.375	88.042	86.687	85.333	83.973	82.62	81.259	79.898	78.543	77.192	75.849	74.502	73.173	71.853	70.537	69.226	67.929	66.639	65.37	64.099	62.84	61.598	60.36
261	Nauru	11.26	11.221	11.193	11.159	11.143	11.127	11.117	11.102	11.092	11.082	11.083	11.064	11.061	11.047	11.038	11.022	11.006	10.989	10.964	10.942	10.911	10.88	10.842	10.809	10.768	10.722	10.684	10.635	10.582	10.529	10.472	10.406	10.34	10.273	10.202	10.13	10.053	9.971	9.891	9.809	9.724	9.642	9.547	9.462	9.368	9.275	9.183	9.089	8.993	8.906	8.813	8.713	8.625	8.532	8.434	8.337	8.248	8.157	8.057	7.965	7.876	7.774	7.683	7.585	7.487	7.393	7.297	7.2	7.105	7.009	6.914	6.812	6.714	6.62	6.52	6.425	6.326	6.223	6.125	6.024	5.934	5.833	5.742	5.642	5.551	5.456
262	Northern Mariana Islands	54.816	54.851	54.88	54.9	54.929	54.944	54.955	54.962	54.956	54.944	54.923	54.897	54.85	54.788	54.714	54.618	54.5	54.37	54.213	54.015	53.797	53.547	53.269	52.945	52.592	52.211	51.794	51.342	50.862	50.349	49.807	49.247	48.665	48.067	47.448	46.813	46.174	45.53	44.881	44.231	43.588	42.957	42.338	41.725	41.122	40.543	39.979	39.444	38.918	38.421	37.943	37.48	37.043	36.613	36.196	35.795	35.398	35.004	34.606	34.207	33.799	33.384	32.949	32.507	32.036	31.543	31.036	30.507	29.96	29.392	28.799	28.187	27.569	26.925	26.292	25.644	25	24.361	23.722	23.087	22.463	21.854	21.257	20.686	20.133	19.621
263	Palau	21.288	21.492	21.68	21.871	22.061	22.237	22.415	22.59	22.756	22.921	23.066	23.212	23.353	23.486	23.608	23.727	23.838	23.958	24.054	24.145	24.226	24.304	24.366	24.431	24.487	24.538	24.573	24.607	24.634	24.658	24.676	24.696	24.693	24.697	24.694	24.684	24.669	24.655	24.629	24.591	24.561	24.522	24.48	24.433	24.376	24.322	24.255	24.187	24.113	24.04	23.952	23.865	23.769	23.666	23.565	23.445	23.329	23.202	23.076	22.94	22.798	22.655	22.506	22.356	22.201	22.048	21.889	21.734	21.583	21.426	21.263	21.102	20.939	20.776	20.61	20.444	20.269	20.104	19.92	19.748	19.57	19.399	19.225	19.058	18.887	18.723
264	Polynesia	676.747	681.919	686.22	689.82	692.827	695.329	697.419	699.26	700.934	702.552	704.177	705.904	707.724	709.64	711.643	713.688	715.772	717.938	720.05	722.088	723.981	725.687	727.206	728.538	729.639	730.55	731.218	731.652	731.836	731.734	731.319	730.636	729.67	728.415	726.906	725.181	723.273	721.142	718.833	716.337	713.726	710.93	708.043	705.004	701.888	698.665	695.382	692.006	688.551	685.024	681.406	677.723	673.94	670.068	666.108	662.019	657.815	653.5	649.054	644.487	639.748	634.874	629.841	624.635	619.284	613.813	608.168	602.365	596.452	590.396	584.216	577.946	571.559	565.104	558.562	551.936	545.259	538.53	531.766	524.969	518.134	511.298	504.446	497.582	490.756	483.942
265	American Samoa	55.537	55.504	55.461	55.414	55.362	55.311	55.272	55.224	55.187	55.149	55.096	55.045	54.985	54.918	54.862	54.808	54.758	54.715	54.666	54.598	54.501	54.368	54.206	54.026	53.806	53.567	53.301	53.013	52.706	52.369	52.007	51.626	51.229	50.805	50.366	49.915	49.459	48.992	48.516	48.021	47.53	47.021	46.513	45.996	45.472	44.931	44.404	43.852	43.301	42.747	42.179	41.607	41.029	40.447	39.848	39.245	38.638	38.007	37.379	36.732	36.077	35.417	34.735	34.043	33.349	32.644	31.925	31.196	30.46	29.726	28.976	28.227	27.477	26.73	25.976	25.218	24.458	23.704	22.955	22.208	21.462	20.725	19.99	19.256	18.533	17.821
266	Cook Islands	17.449	17.425	17.397	17.378	17.361	17.348	17.33	17.31	17.298	17.283	17.264	17.242	17.214	17.174	17.14	17.106	17.062	17.022	16.975	16.936	16.889	16.833	16.778	16.73	16.673	16.622	16.556	16.499	16.446	16.373	16.307	16.231	16.153	16.077	15.989	15.919	15.833	15.755	15.677	15.591	15.503	15.411	15.315	15.213	15.11	15.004	14.892	14.783	14.671	14.553	14.441	14.326	14.205	14.086	13.963	13.842	13.716	13.589	13.462	13.334	13.204	13.067	12.933	12.786	12.642	12.497	12.348	12.201	12.057	11.899	11.741	11.581	11.427	11.266	11.109	10.953	10.793	10.638	10.479	10.324	10.169	10.016	9.866	9.721	9.577	9.439
267	French Polynesia	277.69	280.829	283.401	285.434	286.96	288.065	288.801	289.303	289.672	290.041	290.511	291.154	291.965	292.871	293.748	294.51	295.127	295.656	296.066	296.408	296.685	296.882	297.005	297.04	296.997	296.867	296.652	296.347	295.948	295.465	294.887	294.21	293.449	292.59	291.644	290.598	289.468	288.244	286.95	285.565	284.106	282.581	280.992	279.335	277.628	275.87	274.063	272.218	270.322	268.39	266.421	264.42	262.379	260.304	258.203	256.062	253.891	251.696	249.458	247.202	244.894	242.561	240.184	237.778	235.34	232.876	230.364	227.83	225.272	222.681	220.073	217.44	214.792	212.127	209.45	206.77	204.074	201.383	198.691	195.998	193.322	190.645	187.974	185.326	182.69	180.078
268	Niue	1.629	1.624	1.617	1.619	1.617	1.615	1.606	1.608	1.607	1.601	1.598	1.596	1.597	1.606	1.604	1.607	1.608	1.611	1.611	1.611	1.612	1.613	1.616	1.616	1.611	1.61	1.613	1.612	1.609	1.608	1.596	1.597	1.596	1.592	1.592	1.586	1.582	1.575	1.567	1.563	1.56	1.557	1.551	1.546	1.543	1.536	1.529	1.52	1.509	1.504	1.493	1.487	1.479	1.469	1.461	1.454	1.441	1.43	1.421	1.409	1.398	1.389	1.376	1.364	1.348	1.336	1.328	1.313	1.303	1.291	1.277	1.266	1.253	1.238	1.226	1.211	1.196	1.183	1.166	1.155	1.134	1.125	1.111	1.096	1.083	1.067
269	Samoa	193.759	195.049	196.113	197.023	197.849	198.62	199.365	200.091	200.786	201.425	202.001	202.501	202.95	203.41	203.967	204.679	205.557	206.582	207.707	208.848	209.954	211.009	212.011	212.957	213.846	214.673	215.434	216.124	216.726	217.231	217.625	217.909	218.088	218.157	218.151	218.065	217.914	217.693	217.409	217.079	216.704	216.288	215.845	215.365	214.872	214.355	213.829	213.287	212.74	212.172	211.588	210.99	210.369	209.717	209.044	208.325	207.57	206.765	205.914	205.01	204.046	203.025	201.937	200.782	199.562	198.279	196.927	195.509	194.028	192.489	190.891	189.241	187.526	185.777	183.971	182.122	180.235	178.31	176.349	174.359	172.336	170.295	168.228	166.142	164.05	161.946
270	Tokelau	1.252	1.282	1.3	1.315	1.332	1.346	1.356	1.36	1.36	1.362	1.366	1.372	1.38	1.383	1.385	1.382	1.389	1.391	1.39	1.385	1.39	1.388	1.387	1.391	1.389	1.392	1.392	1.387	1.392	1.391	1.393	1.396	1.398	1.398	1.388	1.387	1.387	1.381	1.375	1.374	1.371	1.366	1.366	1.357	1.352	1.353	1.347	1.342	1.338	1.336	1.329	1.324	1.318	1.31	1.3	1.285	1.277	1.272	1.267	1.261	1.254	1.244	1.235	1.224	1.215	1.207	1.194	1.183	1.172	1.154	1.143	1.131	1.115	1.103	1.085	1.075	1.062	1.051	1.04	1.025	1.012	0.998	0.986	0.971	0.954	0.94
