Index	Region, subregion, country or area *	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
125	Kuwait	3935.794	4010.566	4080.181	4145.003	4205.409	4261.783	4314.554	4364.175	4411.102	4455.777	4498.621	4539.921	4579.845	4618.387	4655.396	4690.824	4724.71	4757.178	4788.319	4818.246	4847.018	4874.662	4901.1	4926.222	4949.836	4971.791	4992.067	5010.615	5027.259	5041.753	5053.955	5063.8	5071.332	5076.665	5079.964	5081.372	5080.965	5078.774	5074.911	5069.461	5062.533	5054.222	5044.634	5033.956	5022.392	5010.116	4997.226	4983.799	4969.957	4955.802	4941.437	4926.909	4912.258	4897.466	4882.493	4867.325	4851.941	4836.333	4820.438	4804.175	4787.45	4770.255	4752.553	4734.27	4715.339	4695.697	4675.302	4654.18	4632.316	4609.736	4586.458	4562.497	4537.866	4512.606	4486.764	4460.391	4433.533	4406.215	4378.474	4350.34	4321.867	4293.078	4264.045	4234.838	4205.524	4176.175
126	Lebanon	5851.479	5967.956	6028.995	6041.864	6014.057	5953.275	5867.498	5764.913	5653.796	5542.178	5436.995	5343.28	5263.302	5196.267	5139.247	5090.007	5049.156	5017.893	4994.822	4978.027	4965.833	4957.715	4953.136	4950.276	4947.014	4941.744	4933.503	4922.215	4908.305	4892.655	4875.927	4858.061	4838.712	4817.937	4795.823	4772.417	4747.764	4721.886	4694.858	4666.74	4637.597	4607.442	4576.281	4544.105	4510.855	4476.514	4441.078	4404.541	4366.846	4327.955	4287.806	4246.415	4203.773	4159.83	4114.525	4067.828	4019.755	3970.368	3919.725	3867.924	3815.052	3761.213	3706.452	3650.917	3594.749	3538.072	3480.984	3423.626	3366.165	3308.78	3251.67	3194.933	3138.676	3083.012	3028.075	2973.957	2920.748	2868.518	2817.324	2767.205	2718.211	2670.362	2623.689	2578.221	2533.956	2490.914
127	Oman	4199.81	4448.118	4660.681	4839.885	4988.632	5110.34	5209.005	5289.124	5355.58	5413.388	5466.986	5519.449	5571.841	5622.943	5669.987	5711.179	5746.759	5778.366	5807.01	5834.022	5860.405	5886.626	5912.645	5938.255	5963.026	5986.648	6009.075	6030.497	6051.197	6071.489	6091.593	6111.59	6131.221	6149.962	6167.057	6181.957	6194.431	6204.53	6212.247	6217.662	6220.828	6221.69	6220.184	6216.325	6210.158	6201.716	6191.021	6178.08	6162.953	6145.703	6126.416	6105.123	6081.854	6056.632	6029.508	6000.511	5969.682	5937.062	5902.704	5866.623	5828.849	5789.448	5748.47	5705.97	5662.019	5616.665	5569.977	5522.045	5472.957	5422.808	5371.692	5319.703	5266.914	5213.46	5159.478	5105.095	5050.396	4995.441	4940.276	4884.941	4829.48	4773.916	4718.331	4662.764	4607.313	4552.029
128	Qatar	2481.539	2549.69	2612.605	2670.732	2724.55	2774.488	2821.002	2864.544	2905.538	2944.38	2981.45	3017.017	3051.243	3084.176	3115.757	3145.961	3174.935	3202.769	3229.245	3254.067	3277.034	3298.081	3317.386	3335.351	3352.487	3369.2	3385.63	3401.696	3417.328	3432.349	3446.64	3460.202	3473.081	3485.195	3496.454	3506.804	3516.199	3524.655	3532.165	3538.74	3544.395	3549.135	3552.944	3555.848	3557.872	3559.036	3559.345	3558.804	3557.44	3555.291	3552.384	3548.719	3544.305	3539.118	3533.165	3526.412	3518.865	3510.514	3501.352	3491.338	3480.448	3468.679	3456.052	3442.542	3428.158	3412.884	3396.736	3379.771	3361.995	3343.491	3324.299	3304.47	3284.035	3263.079	3241.7	3219.955	3197.92	3175.633	3153.138	3130.471	3107.674	3084.783	3061.861	3038.979	3016.19	2993.586
129	Saudi Arabia	31557.144	32205.591	32809.534	33373.256	33900.601	34394.985	34859.376	35296.313	35707.914	36095.982	36462.086	36807.806	37134.835	37445.048	37740.345	38022.109	38291.861	38549.786	38794.171	39022.298	39232.406	39423.923	39598.051	39756.744	39902.784	40038.16	40163.441	40277.999	40381.153	40471.725	40548.768	40612.181	40661.962	40697.336	40717.382	40721.397	40709.202	40680.826	40636.175	40575.219	40498.06	40404.874	40296.016	40172.148	40034.086	39882.642	39718.332	39541.778	39354.051	39156.363	38949.807	38735.064	38512.717	38283.509	38048.186	37807.392	37561.681	37311.46	37057.05	36798.664	36536.498	36270.834	36001.911	35729.841	35454.679	35176.45	34895.305	34611.328	34324.456	34034.565	33741.569	33445.498	33146.445	32844.513	32539.837	32232.529	31922.662	31610.309	31295.494	30978.271	30658.681	30336.805	30012.754	29686.631	29358.594	29028.794
130	State of Palestine	4662.884	4784.768	4906.672	5028.773	5151.131	5273.74	5396.487	5519.167	5641.528	5763.239	5884.031	6003.768	6122.518	6240.569	6358.384	6476.297	6594.352	6712.421	6830.386	6948.058	7065.279	7181.996	7298.146	7413.617	7528.281	7641.99	7754.66	7866.183	7976.409	8085.162	8192.317	8297.746	8401.368	8503.098	8602.87	8700.592	8796.203	8889.634	8980.803	9069.655	9156.129	9240.162	9321.725	9400.826	9477.507	9551.779	9623.628	9692.997	9759.839	9824.084	9885.67	9944.573	10000.754	10054.197	10104.862	10152.729	10197.773	10239.981	10279.269	10315.586	10348.888	10379.157	10406.392	10430.602	10451.81	10470.034	10485.294	10497.591	10506.987	10513.521	10517.258	10518.231	10516.455	10511.959	10504.781	10494.948	10482.487	10467.438	10449.816	10429.671	10407.029	10381.925	10354.38	10324.435	10292.102	10257.423
131	Syrian Arab Republic	18734.987	18103.973	17831.254	17878.95	18203.864	18757.568	19485.75	20328.858	21223.845	22107.21	22924.021	23637.476	24237.323	24743.476	25195.815	25624.143	26027.669	26394.167	26730.083	27042.853	27338.431	27620.268	27889.788	28148.349	28396.323	28634.049	28863.055	29084.253	29296.342	29497.151	29685.107	29860.051	30022.589	30172.816	30310.967	30437.27	30551.755	30654.47	30745.775	30826.116	30895.882	30955.249	31004.353	31043.459	31072.824	31092.652	31103.135	31104.361	31096.443	31079.381	31053.267	31018.151	30974.097	30921.098	30859.114	30788.107	30708.107	30619.133	30521.164	30414.166	30298.111	30173.041	30038.986	29895.934	29743.809	29582.638	29412.498	29233.52	29045.801	28849.459	28644.645	28431.639	28210.701	27982.01	27745.717	27502.095	27251.569	26994.696	26732.131	26464.601	26192.856	25917.665	25639.82	25360.097	25079.307	24798.256
132	Turkey	78271.472	79743.461	80921.182	81841.351	82540.361	83054.291	83419.099	83670.455	83843.138	83970.267	84080.576	84195.617	84327.316	84476.88	84637.832	84804.773	84983.759	85178.973	85379.458	85569.431	85736.897	85877.842	85993.881	86085.506	86155.006	86203.763	86230.769	86233.698	86211.267	86162.075	86085.023	85979.525	85845.417	85682.532	85490.913	85270.682	85021.96	84744.946	84440.053	84107.831	83748.909	83363.776	82953.19	82518.497	82061.285	81582.967	81084.465	80566.459	80029.925	79475.767	78904.851	78317.971	77715.838	77099.164	76468.61	75824.79	75168.343	74499.804	73819.497	73127.651	72424.551	71710.621	70986.376	70252.319	69508.973	68756.834	67996.466	67228.294	66452.468	65669.047	64878.26	64080.575	63276.726	62467.575	61654.117	60837.292	60017.934	59196.782	58374.525	57551.897	56729.699	55908.832	55090.292	54275.214	53464.835	52660.495
133	United Arab Emirates	9154.302	9281.305	9404.273	9523.297	9638.53	9750.215	9858.657	9964.264	10067.474	10168.77	10268.587	10367.185	10464.613	10560.637	10654.867	10747.028	10837.011	10924.965	11011.171	11096.024	11179.761	11262.437	11343.784	11423.466	11500.983	11575.926	11648.168	11717.618	11783.94	11846.775	11905.848	11961.016	12012.246	12059.617	12103.234	12143.223	12179.603	12212.378	12241.679	12267.672	12290.485	12310.203	12326.907	12340.743	12351.88	12360.452	12366.55	12370.241	12371.571	12370.604	12367.384	12361.945	12354.321	12344.539	12332.599	12318.503	12302.252	12283.855	12263.269	12240.432	12215.305	12187.875	12158.161	12126.111	12091.678	12054.862	12015.656	11974.096	11930.212	11884.034	11835.626	11785.022	11732.308	11677.579	11620.968	11562.594	11502.574	11440.987	11377.957	11313.569	11247.941	11181.188	11113.459	11044.914	10975.72	10906.083
134	Yemen	26916.207	27548.45	28169.217	28779.742	29380.885	29973.146	30556.62	31131.05	31695.888	32250.345	32793.766	33325.889	33847.185	34358.937	34862.914	35360.353	35851.423	36335.596	36812.54	37281.69	37742.391	38194.416	38637.162	39069.181	39488.692	39894.177	40284.767	40660.013	41019.386	41362.523	41688.973	41998.276	42289.763	42562.703	42816.293	43049.891	43263.127	43455.83	43627.914	43779.389	43910.306	44020.666	44110.491	44179.939	44229.229	44258.608	44268.316	44258.648	44230.118	44183.365	44118.944	44037.312	43938.806	43823.92	43693.112	43546.844	43385.541	43209.667	43019.752	42816.358	42600.008	42371.175	42130.225	41877.461	41613.13	41337.536	41051.046	40754.107	40447.104	40130.427	39804.474	39469.668	39126.42	38775.2	38416.456	38050.672	37678.295	37299.791	36915.6	36526.201	36132.061	35733.655	35331.505	34926.093	34517.952	34107.623
135	EUROPE	740813.959	740840.456	740479.432	739772.587	738757.259	737466.026	735927.203	734164.42	732197.428	730042.756	727715.985	725234.3	722618.537	719894.263	717088.89	714224.406	711315.41	708367.696	705381.695	702352.615	699276.802	696156.11	692994.037	689789.513	686540.462	683243.786	679898.276	676499.723	673038.249	669501.425	665879.08	662168.454	658367.817	654468.983	650462.854	646343.885	642111.098	637768.532	633322.963	628784.225	624162.107	619461.698	614689.897	609860.45	604989.658	600091.686	595175.005	590246.407	585316.999	580398.15	575499.306	570627.45	565786.734	560979.592	556206.898	551469.327	546769.447	542109.106	537487.484	532902.44	528352.274	523836.732	519355.55	514907.201	510489.753	506101.358	501740.519	497406.068	493096.793	488811.633	484549.274	480308.259	476086.593	471881.571	467689.96	463509.021	459336.622	455171.109	451011.129	446855.502	442702.787	438551.36	434399.292	430244.298	426083.952	421915.41
136	Eastern Europe	293243.708	292514.187	291639.747	290634.68	289511.313	288279.839	286948.333	285522.869	284007.768	282406.191	280721.708	278960.025	277130.509	275246.848	273325.104	271378.543	269414.769	267437.594	265451.107	263457.913	261460.483	259461.664	257464.628	255471.919	253485.673	251506.93	249536.839	247574.069	245613.843	243649.592	241675.815	239690.857	237693.952	235681.397	233649.215	231594.42	229515.562	227412.493	225285.695	223136.41	220965.946	218775.149	216564.897	214337.099	212093.996	209838.005	207571.078	205295.715	203015.699	200735.5	198459.093	196189.278	193928.545	191680.158	189447.456	187233.471	185040.484	182870.6	180726.46	178610.646	176525.302	174471.614	172450.303	170462.253	168508.075	166587.945	164701.777	162848.759	161026.993	159234	157467.32	155725.674	154007.532	152309.791	150628.75	148961.379	147305.408	145659.422	144022.42	142393.588	140771.855	139156.014	137544.367	135934.917	134325.345	132712.971
137	Belarus	9485.772	9462.318	9435.023	9404.375	9370.733	9334.359	9295.402	9253.927	9209.884	9163.189	9113.803	9061.806	9007.491	8951.46	8894.407	8836.925	8779.262	8721.493	8663.69	8605.915	8548.183	8490.594	8433.204	8376.044	8319.062	8262.237	8205.568	8148.992	8092.313	8035.291	7977.717	7919.517	7860.681	7801.112	7740.701	7679.39	7617.15	7554.004	7490.023	7425.325	7360.006	7294.121	7227.717	7160.916	7093.886	7026.755	6959.601	6892.476	6825.454	6758.589	6691.943	6625.569	6559.516	6493.829	6428.523	6363.624	6299.176	6235.21	6171.755	6108.816	6046.427	5984.593	5923.336	5862.732	5802.807	5743.634	5685.201	5627.523	5570.584	5514.378	5458.896	5404.114	5349.999	5296.521	5243.575	5191.127	5139.105	5087.461	5036.147	4985.113	4934.277	4883.588	4832.966	4782.297	4731.491	4680.428
138	Bulgaria	7177.396	7122.816	7066.6	7008.878	6949.784	6889.39	6827.758	6764.903	6700.838	6635.55	6569.039	6501.352	6432.649	6363.166	6293.172	6222.944	6152.59	6082.201	6011.9	5941.811	5872.056	5802.689	5733.773	5665.385	5597.619	5530.508	5464.089	5398.33	5333.096	5268.188	5203.448	5138.836	5074.332	5009.84	4945.25	4880.494	4815.528	4750.356	4684.964	4619.379	4553.597	4487.663	4421.595	4355.483	4289.393	4223.425	4157.646	4092.112	4026.952	3962.325	3898.341	3835.09	3772.621	3711.021	3650.371	3590.746	3532.205	3474.753	3418.418	3363.175	3309.02	3255.944	3203.947	3153.02	3103.134	3054.264	3006.371	2959.418	2913.381	2868.168	2823.73	2780.036	2737.031	2694.616	2652.683	2611.152	2569.95	2529.054	2488.466	2448.171	2408.173	2368.453	2328.992	2289.75	2250.694	2211.752
139	Czechia	10603.762	10600.157	10592.609	10581.311	10566.408	10548.006	10526.149	10500.837	10472.048	10439.709	10403.838	10364.512	10321.995	10276.726	10229.263	10180.082	10129.424	10077.47	10024.54	9970.943	9916.961	9862.744	9808.432	9754.252	9700.427	9647.081	9594.306	9542.014	9489.985	9437.937	9385.58	9332.82	9279.548	9225.416	9170.027	9113.055	9054.358	8993.861	8931.468	8867.08	8800.64	8732.145	8661.626	8589.152	8514.828	8438.793	8361.153	8282.077	8201.863	8120.887	8039.475	7957.827	7876.118	7794.686	7713.878	7633.999	7555.215	7477.66	7401.459	7326.732	7253.552	7181.987	7112.072	7043.728	6976.863	6911.368	6847.212	6784.338	6722.598	6661.792	6601.782	6542.443	6483.735	6425.561	6367.836	6310.49	6253.435	6196.624	6139.978	6083.442	6026.963	5970.515	5914.037	5857.499	5800.874	5744.157
140	Hungary	9783.925	9741.663	9696.19	9647.823	9596.856	9543.499	9487.916	9430.225	9370.501	9308.786	9245.135	9179.632	9112.494	9043.988	8974.467	8904.222	8833.42	8762.109	8690.285	8617.883	8544.864	8471.271	8397.223	8322.865	8248.37	8173.847	8099.351	8024.894	7950.487	7876.133	7801.83	7727.584	7653.372	7579.066	7504.508	7429.574	7354.232	7278.475	7202.218	7125.384	7047.918	6969.812	6891.099	6811.835	6732.105	6651.978	6571.537	6490.829	6410.005	6329.215	6248.606	6168.245	6088.234	6008.729	5929.908	5851.906	5774.803	5698.651	5623.433	5549.148	5475.786	5403.372	5331.888	5261.281	5191.468	5122.359	5053.958	4986.241	4919.174	4852.709	4786.809	4721.454	4656.66	4592.45	4528.893	4466.024	4403.861	4342.436	4281.733	4221.772	4162.559	4104.13	4046.513	3989.787	3934.009	3879.259
141	Poland	38265.226	38175.516	38062.897	37929.644	37777.818	37609.236	37425.509	37228.024	37017.971	36796.368	36564.166	36322.344	36072.011	35814.435	35550.944	35282.586	35010.185	34734.071	34454.139	34169.94	33881.203	33588.083	33290.933	32989.845	32684.878	32376.096	32063.606	31747.466	31427.651	31104.115	30776.84	30445.885	30111.375	29773.408	29432.133	29087.682	28740.116	28389.534	28036.178	27680.337	27322.236	26962.032	26599.746	26235.263	25868.349	25498.895	25127.006	24752.877	24376.558	23998.117	23617.68	23235.487	22851.864	22467.155	22081.786	21696.181	21310.721	20925.857	20542.352	20161.075	19782.768	19407.928	19036.943	18670.382	18308.841	17952.822	17602.654	17258.588	16920.879	16589.745	16265.32	15947.739	15636.995	15332.909	15035.175	14743.527	14457.766	14177.747	13903.338	13634.406	13370.73	13112.009	12857.858	12607.811	12361.291	12117.649
142	Republic of Moldova	4065.98	4052.468	4036.651	4018.724	3998.866	3977.229	3953.941	3929.137	3902.893	3875.304	3846.437	3816.394	3785.275	3753.21	3720.348	3686.8	3652.644	3617.94	3582.678	3546.86	3510.451	3473.498	3436.049	3398.136	3359.808	3321.118	3282.067	3242.687	3202.942	3162.832	3122.333	3081.454	3040.219	2998.621	2956.676	2914.388	2871.77	2828.83	2785.571	2742.007	2698.163	2654.044	2609.667	2565.044	2520.183	2475.093	2429.8	2384.335	2338.736	2293.04	2247.295	2201.528	2155.817	2110.174	2064.665	2019.341	1974.241	1929.433	1885.028	1841.14	1797.883	1755.305	1713.457	1672.393	1632.171	1592.852	1554.47	1517.018	1480.519	1444.982	1410.372	1376.703	1343.952	1312.098	1281.091	1250.896	1221.477	1192.795	1164.842	1137.585	1110.986	1085.013	1059.611	1034.719	1010.274	986.194
143	Romania	19876.621	19753.326	19627.465	19499.371	19369.295	19237.431	19103.875	18968.683	18831.84	18693.296	18553.008	18411.008	18267.455	18122.64	17976.953	17830.679	17683.92	17536.656	17388.831	17240.334	17091.082	16941.046	16790.242	16638.564	16485.902	16332.134	16177.245	16021.167	15863.811	15705.046	15544.785	15382.997	15219.69	15054.847	14888.466	14720.563	14551.184	14380.41	14208.312	14034.95	13860.434	13684.872	13508.468	13331.436	13154.1	12976.71	12799.457	12622.533	12446.25	12271.001	12097.093	11924.697	11753.914	11584.899	11417.772	11252.635	11089.575	10928.627	10769.668	10612.519	10457.037	10303.182	10150.978	10000.399	9851.407	9704.001	9558.141	9413.816	9270.94	9129.45	8989.292	8850.415	8712.85	8576.644	8441.911	8308.721	8177.084	8047	7918.404	7791.255	7665.517	7541.173	7418.232	7296.709	7176.666	7058.185
144	Russian Federation	143888.004	143781.988	143584.497	143304.314	142949.147	142525.609	142039.189	141494.293	140894.399	140242.354	139541.176	138794.954	138009.587	137193.172	136354.989	135502.81	134641.457	133773.735	132902.81	132031.039	131160.611	130293.45	129431.635	128577.235	127732.115	126897.302	126073.67	125260.256	124453.741	123649.442	122843.469	122034.609	121222.246	120403.757	119576.285	118737.611	117886.569	117022.877	116146.605	115258.33	114358.68	113447.916	112526.398	111595.181	110655.579	109708.991	108756.348	107798.96	106839	105879.049	104921.349	103967.406	103018.374	102075.772	101141.059	100215.57	99300.324	98396.335	97504.889	96627.304	95764.588	94917.121	94084.996	93268.428	92467.477	91681.899	90911.393	90155.115	89411.46	88678.415	87954.066	87237.407	86527.337	85821.657	85117.878	84413.931	83708.388	83000.369	82289.37	81575.019	80856.868	80134.348	79406.657	78672.826	77931.701	77181.921
145	Slovakia	5439.318	5436.231	5431.027	5423.783	5414.601	5403.521	5390.586	5375.777	5359.07	5340.44	5319.852	5297.346	5273.016	5247.053	5219.686	5191.109	5161.435	5130.717	5099.008	5066.338	5032.756	4998.316	4963.112	4927.251	4890.876	4854.096	4816.959	4779.476	4741.633	4703.397	4664.732	4625.654	4586.165	4546.204	4505.694	4464.581	4422.862	4380.523	4337.562	4293.959	4249.731	4204.884	4159.414	4113.352	4066.712	4019.508	3971.785	3923.591	3874.979	3826.03	3776.827	3727.427	3677.89	3628.313	3578.799	3529.442	3480.318	3431.471	3383.007	3335.019	3287.583	3240.762	3194.578	3149.087	3104.31	3060.276	3017.001	2974.503	2932.747	2891.712	2851.354	2811.678	2772.65	2734.259	2696.449	2659.173	2622.412	2586.146	2550.367	2515.062	2480.194	2445.765	2411.742	2378.089	2344.775	2311.759
146	Ukraine	44657.704	44387.704	44106.788	43816.457	43517.805	43211.559	42898.008	42577.063	42248.324	41911.195	41565.254	41210.677	40848.536	40480.998	40110.875	39740.386	39370.432	39001.202	38633.226	38266.85	37902.316	37539.973	37180.025	36822.342	36466.616	36112.511	35759.978	35408.787	35058.184	34707.211	34355.081	34001.501	33646.324	33289.126	32929.475	32567.082	32201.793	31833.623	31462.794	31089.659	30714.541	30337.66	29959.167	29579.437	29198.861	28817.857	28436.745	28055.925	27675.902	27297.247	26920.484	26546.002	26174.197	25805.58	25440.695	25080.027	24723.906	24372.603	24026.451	23685.718	23350.658	23021.42	22698.108	22380.803	22069.597	21764.47	21465.376	21172.199	20884.711	20602.649	20325.699	20053.685	19786.323	19523.076	19263.259	19006.338	18751.93	18499.79	18249.775	18001.763	17755.588	17511.02	17267.759	17025.43	16783.57	16541.667
147	Northern Europe	103097.292	103550.518	103966.335	104348.621	104700.383	105023.741	105320.065	105589.809	105832.8	106048.372	106236.128	106396.737	106532.412	106647.362	106746.933	106835.298	106914.284	106984.085	107044.962	107096.474	107138.303	107170.755	107194.347	107209.06	107214.779	107211.15	107197.896	107174.361	107139.215	107090.795	107027.708	106949.477	106855.431	106743.558	106611.268	106456.834	106279.799	106080.706	105860.263	105619.687	105360.3	105082.513	104787.347	104477.389	104155.845	103825.343	103487.042	103141.593	102790.534	102435.305	102077.015	101716.403	101353.521	100987.69	100617.851	100242.91	99862.817	99477.333	99085.235	98684.932	98275.226	97855.729	97426.394	96986.897	96537.122	96076.998	95606.465	95125.76	94635.777	94137.662	93632.413	93120.338	92601.727	92077.532	91548.835	91016.45	90480.744	89941.761	89399.211	88852.763	88302.085	87746.837	87186.786	86621.72	86051.653	85476.486
148	Channel Islands	163.758	164.372	164.923	165.426	165.879	166.294	166.667	167.007	167.299	167.563	167.776	167.953	168.093	168.205	168.298	168.365	168.42	168.451	168.472	168.464	168.429	168.36	168.274	168.158	168.006	167.825	167.611	167.361	167.08	166.77	166.421	166.043	165.625	165.184	164.702	164.177	163.61	163.013	162.375	161.718	161.039	160.339	159.618	158.885	158.144	157.388	156.632	155.86	155.091	154.316	153.538	152.766	151.988	151.211	150.427	149.641	148.866	148.076	147.288	146.49	145.683	144.884	144.073	143.244	142.416	141.579	140.739	139.883	139.027	138.158	137.28	136.405	135.513	134.617	133.722	132.818	131.906	130.987	130.064	129.143	128.217	127.283	126.356	125.43	124.491	123.572
149	Denmark	5688.695	5703.412	5717.181	5730.081	5742.175	5753.466	5763.94	5773.546	5782.198	5789.798	5796.265	5801.569	5805.748	5808.955	5811.375	5813.162	5814.37	5814.975	5814.927	5814.17	5812.631	5810.328	5807.284	5803.523	5799.073	5793.936	5788.139	5781.676	5774.552	5766.793	5758.428	5749.46	5739.884	5729.653	5718.67	5706.905	5694.347	5681.039	5667.011	5652.313	5636.988	5621.052	5604.576	5587.649	5570.463	5553.117	5535.664	5518.126	5500.531	5482.911	5465.283	5447.652	5430.006	5412.318	5394.525	5376.569	5358.419	5340.034	5321.333	5302.183	5282.515	5262.271	5241.418	5219.876	5197.549	5174.382	5150.353	5125.46	5099.681	5073.034	5045.498	5017.107	4987.906	4958.043	4927.676	4896.96	4865.986	4834.815	4803.461	4771.955	4740.333	4708.669	4677.064	4645.631	4614.532	4583.954
150	Estonia	1315.321	1311.343	1306.746	1301.639	1296.064	1290.08	1283.711	1276.958	1269.849	1262.364	1254.511	1246.297	1237.777	1229.033	1220.16	1211.255	1202.345	1193.44	1184.551	1175.688	1166.873	1158.11	1149.388	1140.705	1132.042	1123.37	1114.684	1105.965	1097.195	1088.31	1079.288	1070.105	1060.76	1051.257	1041.587	1031.741	1021.735	1011.542	1001.207	990.728	980.132	969.427	958.616	947.719	936.754	925.731	914.675	903.583	892.482	881.386	870.294	859.235	848.208	837.225	826.285	815.395	804.566	793.804	783.103	772.501	761.973	751.547	741.211	730.998	720.896	710.914	701.057	691.32	681.728	672.276	662.972	653.806	644.784	635.894	627.143	618.504	609.984	601.571	593.245	584.996	576.82	568.69	560.599	552.509	544.411	536.281
151	Faeroe Islands	48.965	49.109	49.232	49.355	49.473	49.57	49.674	49.775	49.865	49.955	50.04	50.12	50.197	50.267	50.34	50.406	50.472	50.537	50.595	50.652	50.687	50.715	50.732	50.739	50.731	50.708	50.674	50.629	50.573	50.5	50.415	50.316	50.203	50.086	49.957	49.807	49.658	49.5	49.339	49.168	48.997	48.819	48.64	48.455	48.276	48.092	47.909	47.716	47.531	47.346	47.158	46.97	46.789	46.593	46.402	46.215	46.016	45.821	45.626	45.424	45.21	44.998	44.777	44.552	44.314	44.073	43.823	43.566	43.3	43.022	42.747	42.452	42.16	41.846	41.529	41.213	40.879	40.545	40.203	39.846	39.499	39.145	38.789	38.43	38.077	37.717
152	Finland	5481.966	5496.107	5508.695	5519.846	5529.635	5538.099	5545.266	5551.102	5555.561	5558.577	5560.122	5560.174	5558.815	5556.199	5552.534	5548.002	5542.661	5536.539	5529.6	5521.786	5513.082	5503.478	5493.095	5481.979	5470.249	5457.969	5445.188	5431.935	5418.278	5404.26	5389.96	5375.415	5360.622	5345.555	5330.133	5314.318	5298.105	5281.543	5264.646	5247.48	5230.072	5212.43	5194.566	5176.548	5158.402	5140.184	5121.906	5103.537	5085.079	5066.467	5047.681	5028.703	5009.503	4990.016	4970.155	4949.845	4929.058	4907.786	4885.987	4863.624	4840.672	4817.114	4792.961	4768.257	4743.054	4717.407	4691.331	4664.847	4637.97	4610.728	4583.143	4555.246	4527.056	4498.601	4469.925	4441.049	4412.004	4382.797	4353.438	4323.948	4294.328	4264.591	4234.752	4204.808	4174.797	4144.725
153	Iceland	330.243	332.524	334.664	336.674	338.575	340.36	342.042	343.616	345.086	346.441	347.679	348.81	349.826	350.752	351.6	352.388	353.111	353.763	354.362	354.882	355.321	355.694	355.973	356.172	356.306	356.343	356.302	356.174	355.957	355.655	355.269	354.784	354.215	353.553	352.807	351.959	351.03	350.018	348.932	347.765	346.543	345.261	343.919	342.529	341.099	339.626	338.122	336.586	335.015	333.409	331.767	330.086	328.378	326.621	324.837	323.012	321.148	319.246	317.304	315.321	313.286	311.2	309.069	306.892	304.674	302.406	300.103	297.75	295.364	292.945	290.494	288.007	285.498	282.978	280.433	277.879	275.321	272.749	270.174	267.592	265.011	262.424	259.838	257.245	254.66	252.069
154	Ireland	4700.107	4732.564	4763.237	4792.464	4820.462	4847.345	4873.142	4897.787	4921.124	4942.952	4963.127	4981.611	4998.571	5014.414	5029.719	5044.901	5060.089	5075.228	5090.313	5105.234	5119.931	5134.389	5148.594	5162.447	5175.788	5188.48	5200.453	5211.619	5221.847	5230.938	5238.779	5245.287	5250.386	5253.958	5255.827	5255.903	5254.132	5250.54	5245.187	5238.186	5229.623	5219.563	5208.05	5195.241	5181.282	5166.336	5150.492	5133.847	5116.495	5098.541	5080.091	5061.217	5042.018	5022.591	5003.044	4983.451	4963.903	4944.415	4925.054	4905.874	4886.903	4868.169	4849.644	4831.314	4813.139	4795.083	4777.105	4759.15	4741.112	4722.85	4704.257	4685.267	4665.823	4645.781	4625.001	4603.377	4580.81	4557.293	4532.8	4507.339	4480.902	4453.506	4425.102	4395.682	4365.227	4333.666
155	Isle of Man	83.167	83.654	84.106	84.518	84.905	85.273	85.607	85.922	86.22	86.492	86.74	86.959	87.16	87.336	87.513	87.671	87.828	87.989	88.134	88.278	88.396	88.505	88.597	88.683	88.748	88.807	88.854	88.89	88.91	88.914	88.895	88.846	88.775	88.683	88.577	88.45	88.311	88.162	87.997	87.817	87.629	87.429	87.202	86.97	86.731	86.487	86.224	85.964	85.694	85.414	85.144	84.857	84.575	84.278	83.993	83.695	83.399	83.088	82.783	82.471	82.157	81.833	81.513	81.175	80.842	80.498	80.139	79.777	79.397	79.014	78.611	78.22	77.804	77.381	76.946	76.505	76.059	75.607	75.142	74.676	74.209	73.731	73.256	72.773	72.291	71.817
156	Latvia	1992.663	1968.227	1944.657	1921.784	1899.462	1877.616	1856.213	1835.275	1814.846	1795.007	1775.826	1757.324	1739.42	1721.923	1704.584	1687.229	1669.789	1652.272	1634.803	1617.501	1600.482	1583.765	1567.282	1551.015	1534.935	1519	1503.208	1487.546	1471.947	1456.335	1440.656	1424.891	1409.032	1393.07	1377.023	1360.882	1344.652	1328.334	1311.948	1295.522	1279.067	1262.597	1246.141	1229.712	1213.342	1197.066	1180.897	1164.839	1148.913	1133.114	1117.452	1101.941	1086.578	1071.383	1056.354	1041.486	1026.8	1012.281	997.949	983.8	969.827	956.044	942.446	929.036	915.838	902.837	890.055	877.463	865.081	852.893	840.912	829.11	817.484	806.03	794.713	783.506	772.412	761.405	750.476	739.627	728.839	718.095	707.386	696.685	685.97	675.21
